ros_time,recv_time_utc,map_x,map_y,map_z,map_roll,map_pitch,map_yaw,latitud,longitud,altitud_m,satelites,hdop,fix_valido,esperando_fix,mensaje_gps,latitude,longitude,altitude,sats,fix_ok,waiting_for_fix,gps_text,tf_ok,doback_ok,doback_age_sec,doback_ax,doback_ay,doback_az,doback_gx,doback_gy,doback_gz,doback_roll,doback_pitch,doback_yaw,doback_si,doback_accmag
1782816094.641257,2026-06-30T10:41:34.641Z,0.005939030634105149,-0.04522043509501467,-0.007376251312875719,1.3586392659710265e-06,3.8220302037581255e-10,-0.02400460525719418,38.047209,-4.041961,,7,4.3,1,,chars=316342 sentences_fix=4142 failed_checksum=0 sats=7 hdop=4.3 lat=38.047209 lon=-4.041961 age_ms=362 alt_m=20.5,38.047209,-4.041961,,7,1,,chars=316342 sentences_fix=4142 failed_checksum=0 sats=7 hdop=4.3 lat=38.047209 lon=-4.041961 age_ms=362 alt_m=20.5,1,0,,,,,,,,,,,,
1782816095.568823,2026-06-30T10:41:35.569Z,-0.0069891971472725535,-0.03133692037591108,-0.006563423627059027,1.3480620765797385e-06,1.704566111457269e-10,-0.016031001352953878,38.0472,-4.041948,,7,4.3,1,,chars=316492 sentences_fix=4144 failed_checksum=0 sats=7 hdop=4.3 lat=38.047200 lon=-4.041948 age_ms=369 alt_m=19.2,38.0472,-4.041948,,7,1,,chars=316492 sentences_fix=4144 failed_checksum=0 sats=7 hdop=4.3 lat=38.047200 lon=-4.041948 age_ms=369 alt_m=19.2,1,0,,,,,,,,,,,,
1782816096.592555,2026-06-30T10:41:36.592Z,-0.008652586340893964,-0.027755831995278032,-0.005406269642274343,1.343932836183195e-06,1.1068819504525762e-10,-0.012918482193043618,38.047194,-4.041943,,7,4.3,1,,chars=316642 sentences_fix=4146 failed_checksum=0 sats=7 hdop=4.3 lat=38.047194 lon=-4.041943 age_ms=368 alt_m=18.9,38.047194,-4.041943,,7,1,,chars=316642 sentences_fix=4146 failed_checksum=0 sats=7 hdop=4.3 lat=38.047194 lon=-4.041943 age_ms=368 alt_m=18.9,1,0,,,,,,,,,,,,
1782816097.607815,2026-06-30T10:41:37.608Z,0.012791905819137916,-0.03375324441476804,-0.005877092272176225,1.3379596198844247e-06,4.6975352390585006e-11,-0.00841623324274504,38.047188,-4.041938,,7,4.3,1,,chars=316792 sentences_fix=4148 failed_checksum=0 sats=7 hdop=4.3 lat=38.047188 lon=-4.041938 age_ms=368 alt_m=18.5,38.047188,-4.041938,,7,1,,chars=316792 sentences_fix=4148 failed_checksum=0 sats=7 hdop=4.3 lat=38.047188 lon=-4.041938 age_ms=368 alt_m=18.5,1,0,,,,,,,,,,,,
1782816098.59986,2026-06-30T10:41:38.600Z,0.020436795823851443,-0.023121521915309123,-0.005169262071124315,1.327221861001379e-06,6.864867282853029e-14,-0.00032312796291166586,38.047184,-4.041935,,7,4.3,1,,chars=316942 sentences_fix=4150 failed_checksum=0 sats=7 hdop=4.3 lat=38.047184 lon=-4.041935 age_ms=368 alt_m=18.5,38.047184,-4.041935,,7,1,,chars=316942 sentences_fix=4150 failed_checksum=0 sats=7 hdop=4.3 lat=38.047184 lon=-4.041935 age_ms=368 alt_m=18.5,1,0,,,,,,,,,,,,
1782816099.621311,2026-06-30T10:41:39.621Z,0.03101583912362282,-0.018920725384981556,-0.004652813369141255,1.3137034664993565e-06,6.458785384214002e-11,0.00986579187839116,38.04718,-4.041933,,7,4.3,1,,chars=317092 sentences_fix=4152 failed_checksum=0 sats=7 hdop=4.3 lat=38.047180 lon=-4.041933 age_ms=368 alt_m=18.5,38.04718,-4.041933,,7,1,,chars=317092 sentences_fix=4152 failed_checksum=0 sats=7 hdop=4.3 lat=38.047180 lon=-4.041933 age_ms=368 alt_m=18.5,1,0,,,,,,,,,,,,
1782816100.621019,2026-06-30T10:41:40.621Z,0.03149756379273726,-0.005086314280090884,-0.004804354745389613,1.31459300521493e-06,5.610859770658933e-11,0.00919531971841022,38.047176,-4.041935,,7,4.3,1,,chars=317242 sentences_fix=4154 failed_checksum=0 sats=7 hdop=4.3 lat=38.047176 lon=-4.041935 age_ms=360 alt_m=18.7,38.047176,-4.041935,,7,1,,chars=317242 sentences_fix=4154 failed_checksum=0 sats=7 hdop=4.3 lat=38.047176 lon=-4.041935 age_ms=360 alt_m=18.7,1,0,,,,,,,,,,,,
1782816101.589272,2026-06-30T10:41:41.590Z,0.06574593865168206,-0.008430768422768095,-0.005685030329984413,1.3089342709422751e-06,1.2022067746157952e-10,0.013460561974630494,38.047172,-4.041932,,7,4.3,1,,chars=317392 sentences_fix=4156 failed_checksum=0 sats=7 hdop=4.3 lat=38.047172 lon=-4.041932 age_ms=368 alt_m=18.7,38.047172,-4.041932,,7,1,,chars=317392 sentences_fix=4156 failed_checksum=0 sats=7 hdop=4.3 lat=38.047172 lon=-4.041932 age_ms=368 alt_m=18.7,1,0,,,,,,,,,,,,
1782816102.619948,2026-06-30T10:41:42.620Z,0.0394678705664956,-0.005092968444639263,-0.004623648498838907,1.2990385128280701e-06,2.9036165683639457e-10,0.02092007488636096,38.047168,-4.041929,,7,4.3,1,,chars=317542 sentences_fix=4158 failed_checksum=0 sats=7 hdop=4.3 lat=38.047168 lon=-4.041929 age_ms=368 alt_m=18.7,38.047168,-4.041929,,7,1,,chars=317542 sentences_fix=4158 failed_checksum=0 sats=7 hdop=4.3 lat=38.047168 lon=-4.041929 age_ms=368 alt_m=18.7,1,0,,,,,,,,,,,,
1782816103.589335,2026-06-30T10:41:43.589Z,0.05706456976153767,0.004599832188162173,-0.008892338447108787,1.2979375258762763e-06,3.1385641554361136e-10,0.02175007329014792,38.047167,-4.041926,,7,4.3,1,,chars=317692 sentences_fix=4160 failed_checksum=0 sats=7 hdop=4.3 lat=38.047167 lon=-4.041926 age_ms=368 alt_m=18.7,38.047167,-4.041926,,7,1,,chars=317692 sentences_fix=4160 failed_checksum=0 sats=7 hdop=4.3 lat=38.047167 lon=-4.041926 age_ms=368 alt_m=18.7,1,0,,,,,,,,,,,,
1782816104.558242,2026-06-30T10:41:44.558Z,0.07054227350868661,0.02301291702596262,-0.008873275018341738,1.2919234536957911e-06,4.583329493168143e-10,0.0262841669532403,38.047164,-4.041924,,7,4.3,1,,chars=317842 sentences_fix=4162 failed_checksum=0 sats=7 hdop=4.3 lat=38.047164 lon=-4.041924 age_ms=368 alt_m=18.9,38.047164,-4.041924,,7,1,,chars=317842 sentences_fix=4162 failed_checksum=0 sats=7 hdop=4.3 lat=38.047164 lon=-4.041924 age_ms=368 alt_m=18.9,1,0,,,,,,,,,,,,
1782816105.579981,2026-06-30T10:41:45.580Z,0.09175271483861215,0.04125323638868915,-0.008856146862676002,1.280506264572362e-06,8.076944164453083e-10,0.03489331097033295,38.047152,-4.041914,,7,4.3,1,,chars=317992 sentences_fix=4164 failed_checksum=0 sats=7 hdop=4.3 lat=38.047152 lon=-4.041914 age_ms=362 alt_m=18.6,38.047152,-4.041914,,7,1,,chars=317992 sentences_fix=4164 failed_checksum=0 sats=7 hdop=4.3 lat=38.047152 lon=-4.041914 age_ms=362 alt_m=18.6,1,0,,,,,,,,,,,,
1782816106.569285,2026-06-30T10:41:46.569Z,0.0952991517923592,0.03887672744087241,-0.009606562772355044,1.2684930637901927e-06,1.2815643978694224e-09,0.043954684740562064,38.047143,-4.041899,,7,4.3,1,,chars=318142 sentences_fix=4166 failed_checksum=0 sats=7 hdop=4.3 lat=38.047143 lon=-4.041899 age_ms=362 alt_m=17.9,38.047143,-4.041899,,7,1,,chars=318142 sentences_fix=4166 failed_checksum=0 sats=7 hdop=4.3 lat=38.047143 lon=-4.041899 age_ms=362 alt_m=17.9,1,0,,,,,,,,,,,,
1782816107.575285,2026-06-30T10:41:47.575Z,0.12479484384467576,0.044014977489521455,-0.014424785238665472,1.2567409549443105e-06,1.8506928534861496e-09,0.052822611636172585,38.047139,-4.041882,,7,4.3,1,,chars=318291 sentences_fix=4168 failed_checksum=0 sats=7 hdop=4.3 lat=38.047139 lon=-4.041882 age_ms=363 alt_m=17.3,38.047139,-4.041882,,7,1,,chars=318291 sentences_fix=4168 failed_checksum=0 sats=7 hdop=4.3 lat=38.047139 lon=-4.041882 age_ms=363 alt_m=17.3,1,0,,,,,,,,,,,,
1782816108.583729,2026-06-30T10:41:48.583Z,0.15332570267098677,0.07369252067700101,-0.01310284954212866,1.2377155074611455e-06,2.9937181668424917e-09,0.06718799412870224,38.047134,-4.041862,,7,4.3,1,,chars=318440 sentences_fix=4170 failed_checksum=0 sats=7 hdop=4.3 lat=38.047134 lon=-4.041862 age_ms=361 alt_m=16.8,38.047134,-4.041862,,7,1,,chars=318440 sentences_fix=4170 failed_checksum=0 sats=7 hdop=4.3 lat=38.047134 lon=-4.041862 age_ms=361 alt_m=16.8,1,0,,,,,,,,,,,,
1782816109.573536,2026-06-30T10:41:49.573Z,0.16184158792782757,0.10804759844661091,-0.005539640723719193,1.1991283782036772e-06,6.156430580011909e-09,0.09636951923987472,38.047132,-4.041844,,7,4.3,1,,chars=318589 sentences_fix=4172 failed_checksum=0 sats=7 hdop=4.3 lat=38.047132 lon=-4.041844 age_ms=364 alt_m=16.3,38.047132,-4.041844,,7,1,,chars=318589 sentences_fix=4172 failed_checksum=0 sats=7 hdop=4.3 lat=38.047132 lon=-4.041844 age_ms=364 alt_m=16.3,1,0,,,,,,,,,,,,
1782816110.564977,2026-06-30T10:41:50.565Z,0.17752559778683102,0.13349350084635944,-0.0035057748584495785,1.1966894778328716e-06,6.39447333825499e-09,0.09821644366404454,38.04713,-4.041829,,7,4.3,1,,chars=318738 sentences_fix=4174 failed_checksum=0 sats=7 hdop=4.3 lat=38.047130 lon=-4.041829 age_ms=366 alt_m=15.8,38.04713,-4.041829,,7,1,,chars=318738 sentences_fix=4174 failed_checksum=0 sats=7 hdop=4.3 lat=38.047130 lon=-4.041829 age_ms=366 alt_m=15.8,1,0,,,,,,,,,,,,
1782816111.585003,2026-06-30T10:41:51.585Z,0.18775852406479202,0.15696724179457036,-0.0031442921728848743,1.1960140349613055e-06,6.461202478918661e-09,0.09872800052782892,38.047129,-4.041813,,7,4.3,1,,chars=318887 sentences_fix=4176 failed_checksum=0 sats=7 hdop=4.3 lat=38.047129 lon=-4.041813 age_ms=364 alt_m=15.4,38.047129,-4.041813,,7,1,,chars=318887 sentences_fix=4176 failed_checksum=0 sats=7 hdop=4.3 lat=38.047129 lon=-4.041813 age_ms=364 alt_m=15.4,1,0,,,,,,,,,,,,
1782816112.578159,2026-06-30T10:41:52.578Z,0.19673718504166107,0.1681243253140201,0.010950831955677006,1.1616866894629005e-06,1.0313230277324445e-08,0.12476350308079202,38.047123,-4.041801,,7,4.3,1,,chars=319036 sentences_fix=4178 failed_checksum=0 sats=7 hdop=4.3 lat=38.047123 lon=-4.041801 age_ms=365 alt_m=14.5,38.047123,-4.041801,,7,1,,chars=319036 sentences_fix=4178 failed_checksum=0 sats=7 hdop=4.3 lat=38.047123 lon=-4.041801 age_ms=365 alt_m=14.5,1,0,,,,,,,,,,,,
1782816113.598911,2026-06-30T10:41:53.599Z,0.20082724071536476,0.19480461058638374,0.015282001444322027,1.165995060093343e-06,9.780048434140227e-09,0.1214915284575916,38.047119,-4.041792,,7,4.3,1,,chars=319185 sentences_fix=4180 failed_checksum=0 sats=7 hdop=4.3 lat=38.047119 lon=-4.041792 age_ms=359 alt_m=14.4,38.047119,-4.041792,,7,1,,chars=319185 sentences_fix=4180 failed_checksum=0 sats=7 hdop=4.3 lat=38.047119 lon=-4.041792 age_ms=359 alt_m=14.4,1,0,,,,,,,,,,,,
1782816114.621733,2026-06-30T10:41:54.621Z,0.25449323405945046,0.2182836732270139,0.017997889369369337,1.1208891175677644e-06,1.6074671779688284e-08,0.15581881940976616,38.047121,-4.041795,,7,4.3,1,,chars=319334 sentences_fix=4182 failed_checksum=0 sats=7 hdop=4.3 lat=38.047121 lon=-4.041795 age_ms=358 alt_m=15.3,38.047121,-4.041795,,7,1,,chars=319334 sentences_fix=4182 failed_checksum=0 sats=7 hdop=4.3 lat=38.047121 lon=-4.041795 age_ms=358 alt_m=15.3,1,0,,,,,,,,,,,,
1782816115.578647,2026-06-30T10:41:55.578Z,0.2694588253079309,0.21250529598414966,0.014153794273856832,1.0812158695651063e-06,2.292540964267225e-08,0.18616408050669334,38.047132,-4.041815,,7,4.3,1,,chars=319483 sentences_fix=4184 failed_checksum=0 sats=7 hdop=4.3 lat=38.047132 lon=-4.041815 age_ms=359 alt_m=18.8,38.047132,-4.041815,,7,1,,chars=319483 sentences_fix=4184 failed_checksum=0 sats=7 hdop=4.3 lat=38.047132 lon=-4.041815 age_ms=359 alt_m=18.8,1,0,,,,,,,,,,,,
1782816116.567372,2026-06-30T10:41:56.567Z,0.3129907837196462,0.20288281338523378,0.001423705506415137,1.0724753997443356e-06,2.460201879033284e-08,0.19287185311925883,38.047131,-4.04182,,7,4.3,1,,chars=319632 sentences_fix=4186 failed_checksum=0 sats=7 hdop=4.3 lat=38.047131 lon=-4.041820 age_ms=364 alt_m=19.6,38.047131,-4.04182,,7,1,,chars=319632 sentences_fix=4186 failed_checksum=0 sats=7 hdop=4.3 lat=38.047131 lon=-4.041820 age_ms=364 alt_m=19.6,1,0,,,,,,,,,,,,
1782816117.612928,2026-06-30T10:41:57.613Z,0.3291189587504389,0.21508170210361358,-0.0032766965459707035,1.0636802739116035e-06,2.635059063115271e-08,0.19963045359265674,38.047128,-4.04182,,7,4.3,1,,chars=319781 sentences_fix=4188 failed_checksum=0 sats=7 hdop=4.3 lat=38.047128 lon=-4.041820 age_ms=365 alt_m=20.0,38.047128,-4.04182,,7,1,,chars=319781 sentences_fix=4188 failed_checksum=0 sats=7 hdop=4.3 lat=38.047128 lon=-4.041820 age_ms=365 alt_m=20.0,1,0,,,,,,,,,,,,
1782816118.608083,2026-06-30T10:41:58.608Z,0.36109113790561864,0.24388828647983724,-0.003925567099199752,1.0603157199942703e-06,2.7035862708073738e-08,0.20221836805951224,38.047126,-4.041819,,7,4.3,1,,chars=319930 sentences_fix=4190 failed_checksum=0 sats=7 hdop=4.3 lat=38.047126 lon=-4.041819 age_ms=371 alt_m=20.3,38.047126,-4.041819,,7,1,,chars=319930 sentences_fix=4190 failed_checksum=0 sats=7 hdop=4.3 lat=38.047126 lon=-4.041819 age_ms=371 alt_m=20.3,1,0,,,,,,,,,,,,
1782816119.575869,2026-06-30T10:41:59.576Z,0.3697251746811652,0.2781894069880013,0.0034242027653059114,1.0355075757495485e-06,3.23697754687704e-08,0.22134375513205767,38.047125,-4.041818,,7,4.3,1,,chars=320079 sentences_fix=4192 failed_checksum=0 sats=7 hdop=4.3 lat=38.047125 lon=-4.041818 age_ms=364 alt_m=20.5,38.047125,-4.041818,,7,1,,chars=320079 sentences_fix=4192 failed_checksum=0 sats=7 hdop=4.3 lat=38.047125 lon=-4.041818 age_ms=364 alt_m=20.5,1,0,,,,,,,,,,,,
1782816120.595386,2026-06-30T10:42:00.595Z,0.35335585917353196,0.32314813937723635,0.005347893948275281,1.0571331339870067e-06,2.76924251290171e-08,0.20466758251797562,38.047122,-4.041814,,7,4.3,1,,chars=320228 sentences_fix=4194 failed_checksum=0 sats=7 hdop=4.3 lat=38.047122 lon=-4.041814 age_ms=364 alt_m=21.7,38.047122,-4.041814,,7,1,,chars=320228 sentences_fix=4194 failed_checksum=0 sats=7 hdop=4.3 lat=38.047122 lon=-4.041814 age_ms=364 alt_m=21.7,1,0,,,,,,,,,,,,
1782816121.58689,2026-06-30T10:42:01.587Z,0.3460982257709933,0.31702126836086997,0.016437747574524916,1.0069305477111354e-06,3.913364623619189e-08,0.24347768664963831,38.047119,-4.041803,,7,4.3,1,,chars=320377 sentences_fix=4196 failed_checksum=0 sats=7 hdop=4.3 lat=38.047119 lon=-4.041803 age_ms=357 alt_m=22.8,38.047119,-4.041803,,7,1,,chars=320377 sentences_fix=4196 failed_checksum=0 sats=7 hdop=4.3 lat=38.047119 lon=-4.041803 age_ms=357 alt_m=22.8,1,0,,,,,,,,,,,,
1782816122.619429,2026-06-30T10:42:02.619Z,0.3516437609127729,0.32776544525869167,0.020851756412042507,9.960371175133263e-07,4.188867859640415e-08,0.2519465529978969,38.047116,-4.041798,,7,4.3,1,,chars=320526 sentences_fix=4198 failed_checksum=0 sats=7 hdop=4.3 lat=38.047116 lon=-4.041798 age_ms=358 alt_m=23.8,38.047116,-4.041798,,7,1,,chars=320526 sentences_fix=4198 failed_checksum=0 sats=7 hdop=4.3 lat=38.047116 lon=-4.041798 age_ms=358 alt_m=23.8,1,0,,,,,,,,,,,,
1782816123.621418,2026-06-30T10:42:03.621Z,0.3610860349417597,0.3532423056517431,0.0206809457533225,1.0062142455480042e-06,3.9311792244491377e-08,0.24403400660164898,38.047113,-4.041791,,7,4.3,1,,chars=320675 sentences_fix=4200 failed_checksum=0 sats=7 hdop=4.3 lat=38.047113 lon=-4.041791 age_ms=357 alt_m=24.8,38.047113,-4.041791,,7,1,,chars=320675 sentences_fix=4200 failed_checksum=0 sats=7 hdop=4.3 lat=38.047113 lon=-4.041791 age_ms=357 alt_m=24.8,1,0,,,,,,,,,,,,
1782816124.579396,2026-06-30T10:42:04.579Z,0.38813358757338734,0.3420412457096975,0.025977184016386528,9.556380076731743e-07,5.2971022937413274e-08,0.28352139831189305,38.047109,-4.041784,,7,4.3,1,,chars=320824 sentences_fix=4202 failed_checksum=0 sats=7 hdop=4.3 lat=38.047109 lon=-4.041784 age_ms=361 alt_m=26.0,38.047109,-4.041784,,7,1,,chars=320824 sentences_fix=4202 failed_checksum=0 sats=7 hdop=4.3 lat=38.047109 lon=-4.041784 age_ms=361 alt_m=26.0,1,0,,,,,,,,,,,,
1782816125.583906,2026-06-30T10:42:05.584Z,0.3893222460093203,0.29152568183663335,0.025806362406945303,9.272800620198548e-07,6.15784747319059e-08,0.30585800052287027,38.047107,-4.041783,,7,4.3,1,,chars=320973 sentences_fix=4204 failed_checksum=0 sats=7 hdop=4.3 lat=38.047107 lon=-4.041783 age_ms=365 alt_m=27.1,38.047107,-4.041783,,7,1,,chars=320973 sentences_fix=4204 failed_checksum=0 sats=7 hdop=4.3 lat=38.047107 lon=-4.041783 age_ms=365 alt_m=27.1,1,0,,,,,,,,,,,,
1782816126.620312,2026-06-30T10:42:06.620Z,0.3835026517707316,0.30979278464701615,0.025635531498869102,9.277782697837001e-07,6.142126435288493e-08,0.3054642522394846,38.047102,-4.041784,,7,4.3,1,,chars=321122 sentences_fix=4206 failed_checksum=0 sats=7 hdop=4.3 lat=38.047102 lon=-4.041784 age_ms=357 alt_m=28.0,38.047102,-4.041784,,7,1,,chars=321122 sentences_fix=4206 failed_checksum=0 sats=7 hdop=4.3 lat=38.047102 lon=-4.041784 age_ms=357 alt_m=28.0,1,0,,,,,,,,,,,,
1782816127.610098,2026-06-30T10:42:07.610Z,0.40348029146026493,0.31753939500831574,0.025464734818449707,9.097769564401042e-07,6.723912757178588e-08,0.31972287536263977,38.047098,-4.041786,,7,4.2,1,,chars=321271 sentences_fix=4208 failed_checksum=0 sats=7 hdop=4.2 lat=38.047098 lon=-4.041786 age_ms=361 alt_m=28.5,38.047098,-4.041786,,7,1,,chars=321271 sentences_fix=4208 failed_checksum=0 sats=7 hdop=4.2 lat=38.047098 lon=-4.041786 age_ms=361 alt_m=28.5,1,0,,,,,,,,,,,,
1782816128.617042,2026-06-30T10:42:08.617Z,0.4056972977868686,0.3659210484751556,0.020206730784817876,9.766050526844742e-07,4.704813621559299e-08,0.2671000206530645,38.047093,-4.041792,,7,4.2,1,,chars=321420 sentences_fix=4210 failed_checksum=0 sats=7 hdop=4.2 lat=38.047093 lon=-4.041792 age_ms=360 alt_m=28.4,38.047093,-4.041792,,7,1,,chars=321420 sentences_fix=4210 failed_checksum=0 sats=7 hdop=4.2 lat=38.047093 lon=-4.041792 age_ms=360 alt_m=28.4,1,0,,,,,,,,,,,,
1782816129.596483,2026-06-30T10:42:09.596Z,0.4067317997959972,0.3547973004690441,0.028685045841880422,9.173678322097912e-07,6.475124576865225e-08,0.3137022101938833,38.047088,-4.041798,,7,4.2,1,,chars=321569 sentences_fix=4212 failed_checksum=0 sats=7 hdop=4.2 lat=38.047088 lon=-4.041798 age_ms=361 alt_m=28.3,38.047088,-4.041798,,7,1,,chars=321569 sentences_fix=4212 failed_checksum=0 sats=7 hdop=4.2 lat=38.047088 lon=-4.041798 age_ms=361 alt_m=28.3,1,0,,,,,,,,,,,,
1782816130.592983,2026-06-30T10:42:10.593Z,0.40934645133946396,0.3526428275098847,0.023219267994824523,9.261841628070126e-07,6.192504658274878e-08,0.306724294430035,38.047078,-4.041801,,7,4.2,1,,chars=321718 sentences_fix=4214 failed_checksum=0 sats=7 hdop=4.2 lat=38.047078 lon=-4.041801 age_ms=359 alt_m=28.6,38.047078,-4.041801,,7,1,,chars=321718 sentences_fix=4214 failed_checksum=0 sats=7 hdop=4.2 lat=38.047078 lon=-4.041801 age_ms=359 alt_m=28.6,1,0,,,,,,,,,,,,
1782816131.571038,2026-06-30T10:42:11.572Z,0.4164928468661263,0.35792450481092514,0.023048454289980237,9.345680807990688e-07,5.930019336851468e-08,0.3001029038489104,38.04707,-4.041805,,7,4.2,1,,chars=321867 sentences_fix=4216 failed_checksum=0 sats=7 hdop=4.2 lat=38.047070 lon=-4.041805 age_ms=360 alt_m=28.9,38.04707,-4.041805,,7,1,,chars=321867 sentences_fix=4216 failed_checksum=0 sats=7 hdop=4.2 lat=38.047070 lon=-4.041805 age_ms=360 alt_m=28.9,1,0,,,,,,,,,,,,
