ros_time,recv_time_utc,map_x,map_y,map_z,map_roll,map_pitch,map_yaw,distance_from_previous_m,distance_total_m
1782816092.16891,2026-06-30T10:41:32.168Z,-0.0064806689623018434,-0.036651476069768596,-0.007301990159346324,1.3484571414023431e-06,1.7684873122337512e-10,-0.016328799196767562,0.0,0.0
1782816100.169141,2026-06-30T10:41:40.169Z,0.03932832777031217,-0.012538558830070181,-0.0057964049945238615,1.3148293885269496e-06,5.395570360637922e-11,0.00901715119062827,0.05178961040735603,0.05178961040735603
1782816105.169696,2026-06-30T10:41:45.169Z,0.0834414878735393,0.031210706686927957,-0.00766693113966637,1.2721798086347206e-06,1.1245417663686971e-09,0.04117347986128053,0.06215680168436447,0.1139464120917205
1782816108.16824,2026-06-30T10:41:48.168Z,0.14263207768443395,0.07074831873308148,-0.015767532215895167,1.2562110873686211e-06,1.8788149905795614e-09,0.05322253272558302,0.071640550153317,0.1855869622450375
1782816110.168534,2026-06-30T10:41:50.168Z,0.1704066623026878,0.13286475579515175,-0.00780446383444009,1.2136323579912054e-06,4.8346333920885755e-09,0.0853925713958559,0.06850758908362205,0.25409455132865955
1782816112.668818,2026-06-30T10:41:52.668Z,0.1972029125829107,0.1731187915969251,0.010933750254929538,1.1632212414343214e-06,1.012168093465695e-08,0.12359794170279068,0.051860843559181,0.3059553948878405
1782816114.16914,2026-06-30T10:41:54.169Z,0.2336176376166684,0.21143535075736822,0.01746804157227309,1.1368260888192016e-06,1.3670169178639388e-08,0.14367116928713491,0.053262443317968707,0.3592178382058092
1782816116.169869,2026-06-30T10:41:56.170Z,0.2930066809538643,0.20169520245172748,0.005117833080931641,1.0653979090013209e-06,2.60042476222549e-08,0.19830982328069188,0.06143660641102184,0.42065444461683105
1782816118.168569,2026-06-30T10:41:58.168Z,0.3396037293878813,0.22625743987857946,-0.0038572663338982457,1.0600544134355062e-06,2.7089463694998316e-08,0.20241941452633946,0.05343351794221728,0.47408796255904834
1782816119.669393,2026-06-30T10:41:59.669Z,0.3666175770961421,0.28554319376496096,0.003407116323484772,1.0407416208174364e-06,3.1203054760689236e-08,0.2173020535768094,0.06555394600841809,0.5396419085674664
