ros_time,recv_time_utc,remote_host,latitud,longitud,altitud_m,satelites,hdop,fix_valido,esperando_fix,mensaje_gps,raw_hex,latitude,longitude,altitude,sats,fix_ok,waiting_for_fix
1782815440.622541,2026-06-30T10:30:40.622Z,100.93.178.118,38.046452,-4.042294,,5,25.5,1,,chars=214966 sentences_fix=2788 failed_checksum=0 sats=5 hdop=25.5 lat=38.046452 lon=-4.042294 age_ms=432 alt_m=-17.4,63 68 61 72 73 3d 32 31 34 39 36 36 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 37 38 38 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 35 32 20 6c 6f 6e 3d 2d 34 2e 30 34 32 32 39 34 20 61 67 65 5f 6d 73 3d 34 33 32 20 61 6c 74 5f 6d 3d 2d 31 37 2e 34 0d 0a,38.046452,-4.042294,,5,1,
1782815440.623401,2026-06-30T10:30:40.623Z,100.93.178.118,38.04647,-4.042416,,5,25.5,1,,chars=215119 sentences_fix=2790 failed_checksum=0 sats=5 hdop=25.5 lat=38.046470 lon=-4.042416 age_ms=431 alt_m=-18.7,63 68 61 72 73 3d 32 31 35 31 31 39 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 37 39 30 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 37 30 20 6c 6f 6e 3d 2d 34 2e 30 34 32 34 31 36 20 61 67 65 5f 6d 73 3d 34 33 31 20 61 6c 74 5f 6d 3d 2d 31 38 2e 37 0d 0a,38.04647,-4.042416,,5,1,
1782815440.625075,2026-06-30T10:30:40.625Z,100.93.178.118,38.046479,-4.042502,,5,25.5,1,,chars=215272 sentences_fix=2792 failed_checksum=0 sats=5 hdop=25.5 lat=38.046479 lon=-4.042502 age_ms=432 alt_m=-19.9,63 68 61 72 73 3d 32 31 35 32 37 32 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 37 39 32 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 37 39 20 6c 6f 6e 3d 2d 34 2e 30 34 32 35 30 32 20 61 67 65 5f 6d 73 3d 34 33 32 20 61 6c 74 5f 6d 3d 2d 31 39 2e 39 0d 0a,38.046479,-4.042502,,5,1,
1782815440.635148,2026-06-30T10:30:40.635Z,100.93.178.118,38.046484,-4.042601,,5,25.5,1,,chars=215425 sentences_fix=2794 failed_checksum=0 sats=5 hdop=25.5 lat=38.046484 lon=-4.042601 age_ms=433 alt_m=-20.8,63 68 61 72 73 3d 32 31 35 34 32 35 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 37 39 34 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 38 34 20 6c 6f 6e 3d 2d 34 2e 30 34 32 36 30 31 20 61 67 65 5f 6d 73 3d 34 33 33 20 61 6c 74 5f 6d 3d 2d 32 30 2e 38 0d 0a,38.046484,-4.042601,,5,1,
1782815440.638153,2026-06-30T10:30:40.638Z,100.93.178.118,38.046487,-4.0427,,5,25.5,1,,chars=215578 sentences_fix=2796 failed_checksum=0 sats=5 hdop=25.5 lat=38.046487 lon=-4.042700 age_ms=433 alt_m=-21.7,63 68 61 72 73 3d 32 31 35 35 37 38 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 37 39 36 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 38 37 20 6c 6f 6e 3d 2d 34 2e 30 34 32 37 30 30 20 61 67 65 5f 6d 73 3d 34 33 33 20 61 6c 74 5f 6d 3d 2d 32 31 2e 37 0d 0a,38.046487,-4.0427,,5,1,
1782815440.639831,2026-06-30T10:30:40.639Z,100.93.178.118,38.046474,-4.042695,,5,25.5,1,,chars=215731 sentences_fix=2798 failed_checksum=0 sats=5 hdop=25.5 lat=38.046474 lon=-4.042695 age_ms=431 alt_m=-22.6,63 68 61 72 73 3d 32 31 35 37 33 31 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 37 39 38 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 37 34 20 6c 6f 6e 3d 2d 34 2e 30 34 32 36 39 35 20 61 67 65 5f 6d 73 3d 34 33 31 20 61 6c 74 5f 6d 3d 2d 32 32 2e 36 0d 0a,38.046474,-4.042695,,5,1,
1782815440.65839,2026-06-30T10:30:40.658Z,100.93.178.118,38.046473,-4.042801,,5,25.5,1,,chars=215884 sentences_fix=2800 failed_checksum=0 sats=5 hdop=25.5 lat=38.046473 lon=-4.042801 age_ms=430 alt_m=-23.2,63 68 61 72 73 3d 32 31 35 38 38 34 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 30 30 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 37 33 20 6c 6f 6e 3d 2d 34 2e 30 34 32 38 30 31 20 61 67 65 5f 6d 73 3d 34 33 30 20 61 6c 74 5f 6d 3d 2d 32 33 2e 32 0d 0a,38.046473,-4.042801,,5,1,
1782815440.659819,2026-06-30T10:30:40.659Z,100.93.178.118,38.046439,-4.042746,,5,25.5,1,,chars=216037 sentences_fix=2802 failed_checksum=0 sats=5 hdop=25.5 lat=38.046439 lon=-4.042746 age_ms=430 alt_m=-24.0,63 68 61 72 73 3d 32 31 36 30 33 37 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 30 32 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 33 39 20 6c 6f 6e 3d 2d 34 2e 30 34 32 37 34 36 20 61 67 65 5f 6d 73 3d 34 33 30 20 61 6c 74 5f 6d 3d 2d 32 34 2e 30 0d 0a,38.046439,-4.042746,,5,1,
1782815440.66106,2026-06-30T10:30:40.661Z,100.93.178.118,38.046428,-4.042836,,5,25.5,1,,chars=216190 sentences_fix=2804 failed_checksum=0 sats=5 hdop=25.5 lat=38.046428 lon=-4.042836 age_ms=431 alt_m=-24.5,63 68 61 72 73 3d 32 31 36 31 39 30 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 30 34 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 32 38 20 6c 6f 6e 3d 2d 34 2e 30 34 32 38 33 36 20 61 67 65 5f 6d 73 3d 34 33 31 20 61 6c 74 5f 6d 3d 2d 32 34 2e 35 0d 0a,38.046428,-4.042836,,5,1,
1782815440.661849,2026-06-30T10:30:40.661Z,100.93.178.118,38.046419,-4.042867,,5,25.5,1,,chars=216343 sentences_fix=2806 failed_checksum=0 sats=5 hdop=25.5 lat=38.046419 lon=-4.042867 age_ms=431 alt_m=-25.1,63 68 61 72 73 3d 32 31 36 33 34 33 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 30 36 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 31 39 20 6c 6f 6e 3d 2d 34 2e 30 34 32 38 36 37 20 61 67 65 5f 6d 73 3d 34 33 31 20 61 6c 74 5f 6d 3d 2d 32 35 2e 31 0d 0a,38.046419,-4.042867,,5,1,
1782815440.662682,2026-06-30T10:30:40.662Z,100.93.178.118,38.04642,-4.042927,,5,25.5,1,,chars=216496 sentences_fix=2808 failed_checksum=0 sats=5 hdop=25.5 lat=38.046420 lon=-4.042927 age_ms=429 alt_m=-25.6,63 68 61 72 73 3d 32 31 36 34 39 36 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 30 38 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 32 30 20 6c 6f 6e 3d 2d 34 2e 30 34 32 39 32 37 20 61 67 65 5f 6d 73 3d 34 32 39 20 61 6c 74 5f 6d 3d 2d 32 35 2e 36 0d 0a,38.04642,-4.042927,,5,1,
1782815440.663544,2026-06-30T10:30:40.663Z,100.93.178.118,38.046423,-4.04301,,5,25.5,1,,chars=216649 sentences_fix=2810 failed_checksum=0 sats=5 hdop=25.5 lat=38.046423 lon=-4.043010 age_ms=432 alt_m=-26.0,63 68 61 72 73 3d 32 31 36 36 34 39 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 31 30 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 32 33 20 6c 6f 6e 3d 2d 34 2e 30 34 33 30 31 30 20 61 67 65 5f 6d 73 3d 34 33 32 20 61 6c 74 5f 6d 3d 2d 32 36 2e 30 0d 0a,38.046423,-4.04301,,5,1,
1782815440.664632,2026-06-30T10:30:40.664Z,100.93.178.118,38.046424,-4.04307,,5,25.5,1,,chars=216802 sentences_fix=2812 failed_checksum=0 sats=5 hdop=25.5 lat=38.046424 lon=-4.043070 age_ms=432 alt_m=-26.4,63 68 61 72 73 3d 32 31 36 38 30 32 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 31 32 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 32 34 20 6c 6f 6e 3d 2d 34 2e 30 34 33 30 37 30 20 61 67 65 5f 6d 73 3d 34 33 32 20 61 6c 74 5f 6d 3d 2d 32 36 2e 34 0d 0a,38.046424,-4.04307,,5,1,
1782815440.666629,2026-06-30T10:30:40.666Z,100.93.178.118,38.046421,-4.043131,,5,25.5,1,,chars=216955 sentences_fix=2814 failed_checksum=0 sats=5 hdop=25.5 lat=38.046421 lon=-4.043131 age_ms=430 alt_m=-26.8,63 68 61 72 73 3d 32 31 36 39 35 35 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 31 34 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 32 31 20 6c 6f 6e 3d 2d 34 2e 30 34 33 31 33 31 20 61 67 65 5f 6d 73 3d 34 33 30 20 61 6c 74 5f 6d 3d 2d 32 36 2e 38 0d 0a,38.046421,-4.043131,,5,1,
1782815440.667714,2026-06-30T10:30:40.667Z,100.93.178.118,38.046414,-4.043211,,5,25.5,1,,chars=217108 sentences_fix=2816 failed_checksum=0 sats=5 hdop=25.5 lat=38.046414 lon=-4.043211 age_ms=431 alt_m=-27.2,63 68 61 72 73 3d 32 31 37 31 30 38 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 31 36 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 34 31 34 20 6c 6f 6e 3d 2d 34 2e 30 34 33 32 31 31 20 61 67 65 5f 6d 73 3d 34 33 31 20 61 6c 74 5f 6d 3d 2d 32 37 2e 32 0d 0a,38.046414,-4.043211,,5,1,
1782815440.669329,2026-06-30T10:30:40.669Z,100.93.178.118,38.046372,-4.043046,,5,25.5,1,,chars=217261 sentences_fix=2818 failed_checksum=0 sats=5 hdop=25.5 lat=38.046372 lon=-4.043046 age_ms=429 alt_m=-27.6,63 68 61 72 73 3d 32 31 37 32 36 31 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 31 38 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 33 37 32 20 6c 6f 6e 3d 2d 34 2e 30 34 33 30 34 36 20 61 67 65 5f 6d 73 3d 34 32 39 20 61 6c 74 5f 6d 3d 2d 32 37 2e 36 0d 0a,38.046372,-4.043046,,5,1,
1782815440.670356,2026-06-30T10:30:40.670Z,100.93.178.118,38.046356,-4.043044,,5,25.5,1,,chars=217414 sentences_fix=2820 failed_checksum=0 sats=5 hdop=25.5 lat=38.046356 lon=-4.043044 age_ms=429 alt_m=-27.8,63 68 61 72 73 3d 32 31 37 34 31 34 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 32 30 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 33 35 36 20 6c 6f 6e 3d 2d 34 2e 30 34 33 30 34 34 20 61 67 65 5f 6d 73 3d 34 32 39 20 61 6c 74 5f 6d 3d 2d 32 37 2e 38 0d 0a,38.046356,-4.043044,,5,1,
1782815440.671521,2026-06-30T10:30:40.671Z,100.93.178.118,38.04635,-4.043077,,5,25.5,1,,chars=217567 sentences_fix=2822 failed_checksum=0 sats=5 hdop=25.5 lat=38.046350 lon=-4.043077 age_ms=425 alt_m=-28.1,63 68 61 72 73 3d 32 31 37 35 36 37 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 32 32 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 35 20 68 64 6f 70 3d 32 35 2e 35 20 6c 61 74 3d 33 38 2e 30 34 36 33 35 30 20 6c 6f 6e 3d 2d 34 2e 30 34 33 30 37 37 20 61 67 65 5f 6d 73 3d 34 32 35 20 61 6c 74 5f 6d 3d 2d 32 38 2e 31 0d 0a,38.04635,-4.043077,,5,1,
1782815440.672752,2026-06-30T10:30:40.672Z,100.93.178.118,38.046336,-4.042997,,6,2.9,1,,chars=217719 sentences_fix=2824 failed_checksum=0 sats=6 hdop=2.9 lat=38.046336 lon=-4.042997 age_ms=416 alt_m=-27.5,63 68 61 72 73 3d 32 31 37 37 31 39 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 32 34 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 36 20 68 64 6f 70 3d 32 2e 39 20 6c 61 74 3d 33 38 2e 30 34 36 33 33 36 20 6c 6f 6e 3d 2d 34 2e 30 34 32 39 39 37 20 61 67 65 5f 6d 73 3d 34 31 36 20 61 6c 74 5f 6d 3d 2d 32 37 2e 35 0d 0a,38.046336,-4.042997,,6,1,
1782815440.673674,2026-06-30T10:30:40.673Z,100.93.178.118,38.04633,-4.042963,,6,2.9,1,,chars=217871 sentences_fix=2826 failed_checksum=0 sats=6 hdop=2.9 lat=38.046330 lon=-4.042963 age_ms=416 alt_m=-26.1,63 68 61 72 73 3d 32 31 37 38 37 31 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 32 36 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 36 20 68 64 6f 70 3d 32 2e 39 20 6c 61 74 3d 33 38 2e 30 34 36 33 33 30 20 6c 6f 6e 3d 2d 34 2e 30 34 32 39 36 33 20 61 67 65 5f 6d 73 3d 34 31 36 20 61 6c 74 5f 6d 3d 2d 32 36 2e 31 0d 0a,38.04633,-4.042963,,6,1,
1782815440.674624,2026-06-30T10:30:40.674Z,100.93.178.118,38.046323,-4.042909,,6,2.9,1,,chars=218022 sentences_fix=2828 failed_checksum=0 sats=6 hdop=2.9 lat=38.046323 lon=-4.042909 age_ms=415 alt_m=-24.4,63 68 61 72 73 3d 32 31 38 30 32 32 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 32 38 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 36 20 68 64 6f 70 3d 32 2e 39 20 6c 61 74 3d 33 38 2e 30 34 36 33 32 33 20 6c 6f 6e 3d 2d 34 2e 30 34 32 39 30 39 20 61 67 65 5f 6d 73 3d 34 31 35 20 61 6c 74 5f 6d 3d 2d 32 34 2e 34 0d 0a,38.046323,-4.042909,,6,1,
1782815440.676297,2026-06-30T10:30:40.676Z,100.93.178.118,38.046326,-4.042888,,6,2.9,1,,chars=218173 sentences_fix=2830 failed_checksum=0 sats=6 hdop=2.9 lat=38.046326 lon=-4.042888 age_ms=420 alt_m=-22.3,63 68 61 72 73 3d 32 31 38 31 37 33 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 33 30 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 36 20 68 64 6f 70 3d 32 2e 39 20 6c 61 74 3d 33 38 2e 30 34 36 33 32 36 20 6c 6f 6e 3d 2d 34 2e 30 34 32 38 38 38 20 61 67 65 5f 6d 73 3d 34 32 30 20 61 6c 74 5f 6d 3d 2d 32 32 2e 33 0d 0a,38.046326,-4.042888,,6,1,
1782815440.677279,2026-06-30T10:30:40.677Z,100.93.178.118,38.046335,-4.042886,,6,2.9,1,,chars=218324 sentences_fix=2832 failed_checksum=0 sats=6 hdop=2.9 lat=38.046335 lon=-4.042886 age_ms=419 alt_m=-19.4,63 68 61 72 73 3d 32 31 38 33 32 34 20 73 65 6e 74 65 6e 63 65 73 5f 66 69 78 3d 32 38 33 32 20 66 61 69 6c 65 64 5f 63 68 65 63 6b 73 75 6d 3d 30 20 73 61 74 73 3d 36 20 68 64 6f 70 3d 32 2e 39 20 6c 61 74 3d 33 38 2e 30 34 36 33 33 35 20 6c 6f 6e 3d 2d 34 2e 30 34 32 38 38 36 20 61 67 65 5f 6d 73 3d 34 31 39 20 61 6c 74 5f 6d 3d 2d 31 39 2e 34 0d 0a,38.046335,-4.042886,,6,1,
