ros_time,recv_time_utc,map_x,map_y,map_z,map_roll,map_pitch,map_yaw,distance_from_previous_m,distance_total_m
1782817637.342096,2026-06-30T11:07:17.342Z,0.12408821384599693,0.23660226093585568,1.646391923899826e-07,1.197583355669569e-06,6.3067007738999854e-09,0.09753949136158932,0.0,0.0
1782817638.84148,2026-06-30T11:07:18.841Z,0.13242984587608927,0.2978046865538369,1.7570671947002953e-07,1.1843841252609185e-06,7.664929596110001e-09,0.10754027158638048,0.061768274433159534,0.061768274433159534
1782817639.842725,2026-06-30T11:07:19.842Z,0.14846251035585586,0.35283778281455797,1.9697867998401584e-07,1.1966443226583527e-06,6.398923490507776e-09,0.0982506418289845,0.057320921262336774,0.11908919569549631
1782817641.342349,2026-06-30T11:07:21.343Z,0.20244930204749606,0.38946673235294565,2.6860801523502747e-07,1.197233831319315e-06,6.340948794208737e-09,0.097804188138456,0.06523996950832697,0.18432916520382328
1782817642.342487,2026-06-30T11:07:22.342Z,0.2115442960596138,0.49858929461522633,2.8067501477990147e-07,1.2074126232499086e-06,5.381800588503931e-09,0.0900984698595778,0.10950092470278927,0.2938300899066125
1782817642.842506,2026-06-30T11:07:22.842Z,0.21346926962912485,0.5523796825527142,2.832289652285378e-07,1.2675357689748795e-06,1.324016718889645e-09,0.04467690304543385,0.05382482101882701,0.34765491092543954
1782817643.843069,2026-06-30T11:07:23.843Z,0.24292761097577084,0.6065476293837225,3.2231404683312646e-07,1.2751384979805667e-06,1.0059563445620528e-09,0.03894173667457027,0.061660038426715136,0.4093149493521547
1782817644.842628,2026-06-30T11:07:24.842Z,0.2526654590644253,0.6730689034280705,3.352340569038258e-07,1.2589383310026963e-06,1.7363378683477188e-09,0.05116421670342717,0.0672302430895584,0.47654519244171306
1782817646.343235,2026-06-30T11:07:26.343Z,0.2600617728598097,0.7428871519002629,3.450473253827037e-07,1.219393858465297e-06,4.354079550088437e-09,0.0810350695314267,0.07020892591034768,0.5467541183520608
1782817647.342434,2026-06-30T11:07:27.342Z,0.2744954054918858,0.7955527835944132,3.6419770274703363e-07,1.2136331066241044e-06,4.834569303266602e-09,0.08539200515173058,0.05460767814787574,0.6013617964999365
1782817649.34277,2026-06-30T11:07:29.342Z,0.30207556331975915,0.8523900077243646,4.0079081539953604e-07,1.1497871198978824e-06,1.1860318576126536e-08,0.13380767346042244,0.06317543155855823,0.6645372280584947
