ros_time,recv_time_utc,ax,ay,az,gx,gy,gz,roll,pitch,yaw,timeantwifi,usciclo1,usciclo2,usciclo3,usciclo4,usciclo5,si,accmag,microsds,k3
1782389779.964365,2026-06-25T12:16:19.964Z,-187.64,-16.84,997.47,-3829.44,13710.20,-15794.01,73627.91,-27343.15,9998.36,2294593326.00,155836.00,19956.00,19999.00,19999.00,19999.00,-0.60,1015.11,179082.00,0.75
1782389779.983607,2026-06-25T12:16:19.983Z,-187.76,-16.96,997.47,-3829.44,13688.33,-15763.39,73627.91,-27343.18,10000.30,2294693518.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.13,180959.00,0.75
1782389779.997011,2026-06-25T12:16:19.997Z,-187.64,-16.71,997.47,-3790.06,13705.83,-15772.14,73627.91,-27343.21,10002.23,2294793377.00,19999.00,20003.00,19995.00,19999.00,19999.00,-0.60,1015.10,180959.00,0.75
1782389780.013816,2026-06-25T12:16:20.013Z,-187.51,-16.84,997.59,-3763.81,13657.70,-15798.39,73627.92,-27343.24,10004.16,2294893370.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.20,180959.00,0.75
1782389780.030465,2026-06-25T12:16:20.030Z,-187.64,-16.84,997.47,-3781.31,13666.45,-15772.14,73627.93,-27343.27,10006.09,2294993465.00,19999.00,20029.00,19970.00,19999.00,19999.00,-0.60,1015.11,180959.00,0.75
1782389780.046703,2026-06-25T12:16:20.046Z,-187.64,-16.84,997.47,-3825.06,13762.70,-15780.89,73627.94,-27343.30,10008.02,2295093689.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.11,180959.00,0.75
1782389780.063013,2026-06-25T12:16:20.063Z,-187.51,-16.84,997.35,-3803.19,13749.58,-15780.89,73627.95,-27343.33,10009.95,2295193978.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.96,180959.00,0.75
1782389780.08011,2026-06-25T12:16:20.080Z,-187.64,-16.71,997.47,-3759.44,13758.33,-15763.39,73627.95,-27343.36,10011.88,2295293775.00,19999.00,20025.00,19973.00,19999.00,19999.00,-0.60,1015.10,180959.00,0.75
1782389780.107494,2026-06-25T12:16:20.107Z,-187.64,-16.84,997.47,-3886.31,13727.70,-15820.26,73627.96,-27343.38,10013.81,2295394057.00,19999.00,19999.00,19999.00,19999.00,20042.00,-0.60,1015.11,180959.00,0.75
1782389780.115782,2026-06-25T12:16:20.115Z,-187.88,-16.59,997.47,-3755.06,13732.08,-15789.64,73627.98,-27343.41,10015.74,2295493979.00,19956.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.15,180959.00,0.75
1782389781.104559,2026-06-25T12:16:21.104Z,-187.39,-16.96,997.72,-3593.19,13552.70,-15789.64,73627.98,-27343.44,10017.67,2295733316.00,155615.00,19995.00,19999.00,19999.00,19999.00,-0.60,1015.30,180959.00,0.75
1782389781.121209,2026-06-25T12:16:21.121Z,-187.15,-16.96,997.84,-3632.56,13596.45,-15767.76,73627.99,-27343.47,10019.60,2295833589.00,19999.00,19999.00,19999.00,19999.00,20003.00,-0.59,1015.38,180959.00,0.75
1782389781.137325,2026-06-25T12:16:21.137Z,-187.15,-17.20,997.59,-3597.56,13530.83,-15763.39,73628.02,-27343.49,10021.53,2295933621.00,19995.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.14,185726.00,0.75
1782389781.154066,2026-06-25T12:16:21.154Z,-187.15,-17.20,997.47,-3597.56,13557.08,-15750.26,73628.03,-27343.51,10023.46,2296033402.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.02,185726.00,0.75
1782389781.170331,2026-06-25T12:16:21.170Z,-187.15,-17.32,997.47,-3636.94,13557.08,-15802.76,73628.05,-27343.54,10025.39,2296133577.00,19999.00,19999.00,19999.00,20000.00,19999.00,-0.60,1015.02,185726.00,0.75
1782389781.186645,2026-06-25T12:16:21.186Z,-187.15,-17.32,997.23,-3566.94,13539.58,-15811.51,73628.08,-27343.56,10027.32,2296233644.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.78,185726.00,0.75
1782389781.203063,2026-06-25T12:16:21.203Z,-187.15,-17.08,997.23,-3588.81,13539.58,-15798.39,73628.10,-27343.58,10029.25,2296333909.00,19999.00,20033.00,19965.00,19999.00,19999.00,-0.60,1014.78,185726.00,0.75
1782389781.219578,2026-06-25T12:16:21.219Z,-187.15,-17.08,997.35,-3593.19,13526.45,-15785.26,73628.13,-27343.60,10031.18,2296434180.00,19999.00,19999.00,19999.00,19999.00,20022.00,-0.60,1014.90,185726.00,0.75
1782389781.236137,2026-06-25T12:16:21.236Z,-187.03,-17.08,997.35,-3650.06,13587.70,-15789.64,73628.15,-27343.62,10033.10,2296534374.00,19977.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.88,185726.00,0.75
1782389781.251272,2026-06-25T12:16:21.251Z,-186.90,-16.96,997.35,-3606.31,13570.20,-15789.64,73628.17,-27343.64,10035.03,2296633976.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.85,185726.00,0.75
1782389782.244585,2026-06-25T12:16:22.244Z,-186.90,-16.59,997.72,-3895.06,13815.20,-15754.64,73628.19,-27343.67,10036.96,2296873326.00,155632.00,20001.00,19997.00,20033.00,19965.00,-0.59,1015.21,185726.00,0.75
1782389782.260797,2026-06-25T12:16:22.260Z,-187.03,-16.47,997.72,-3886.31,13802.08,-15772.14,73628.20,-27343.69,10038.88,2296973260.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.23,185726.00,0.75
1782389782.278347,2026-06-25T12:16:22.278Z,-186.90,-16.35,998.08,-3881.94,13806.45,-15772.14,73628.22,-27343.71,10040.80,2297073381.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.56,190164.00,0.75
1782389782.294138,2026-06-25T12:16:22.294Z,-186.90,-16.35,997.96,-3934.44,13745.20,-15763.39,73628.23,-27343.74,10042.73,2297173524.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.44,190164.00,0.75
1782389782.310188,2026-06-25T12:16:22.310Z,-187.15,-16.59,997.96,-3916.94,13819.58,-15754.64,73628.25,-27343.76,10044.65,2297273913.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.49,190164.00,0.75
1782389782.326603,2026-06-25T12:16:22.326Z,-186.90,-16.59,998.08,-3864.44,13802.08,-15780.89,73628.28,-27343.79,10046.57,2297373577.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.57,190164.00,0.75
1782389782.343123,2026-06-25T12:16:22.343Z,-186.90,-16.71,997.72,-3925.69,13815.20,-15807.14,73628.30,-27343.81,10048.49,2297473677.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.21,190164.00,0.75
1782389782.359659,2026-06-25T12:16:22.359Z,-187.03,-16.71,997.59,-3895.06,13806.45,-15772.14,73628.32,-27343.83,10050.41,2297573949.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.11,190164.00,0.75
1782389782.37606,2026-06-25T12:16:22.376Z,-186.90,-16.71,997.72,-3860.06,13771.45,-15780.89,73628.35,-27343.85,10052.33,2297674346.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.21,190164.00,0.75
1782389782.391337,2026-06-25T12:16:22.391Z,-186.90,-16.47,997.72,-3943.19,13828.33,-15780.89,73628.38,-27343.87,10054.26,2297774210.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.21,190164.00,0.75
1782389783.383676,2026-06-25T12:16:23.383Z,-187.51,-16.84,997.59,-3553.81,13548.33,-15772.14,73628.41,-27343.88,10056.19,2298013457.00,155673.00,19996.00,19999.00,19999.00,19999.00,-0.60,1015.20,190164.00,0.75
1782389783.400269,2026-06-25T12:16:23.400Z,-187.64,-16.84,997.72,-3588.81,13570.20,-15776.51,73628.45,-27343.89,10058.11,2298113282.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.35,179983.00,0.75
1782389783.417413,2026-06-25T12:16:23.417Z,-187.51,-16.71,997.96,-3641.31,13539.58,-15785.26,73628.48,-27343.90,10060.03,2298213623.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.56,179983.00,0.75
1782389783.433301,2026-06-25T12:16:23.433Z,-187.51,-16.59,997.84,-3584.44,13513.33,-15802.76,73628.51,-27343.91,10061.96,2298313675.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.44,179983.00,0.75
1782389783.449765,2026-06-25T12:16:23.449Z,-187.64,-16.59,997.96,-3650.06,13574.58,-15785.26,73628.54,-27343.92,10063.89,2298413634.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.58,179983.00,0.75
1782389783.466434,2026-06-25T12:16:23.466Z,-187.76,-16.59,998.08,-3606.31,13592.08,-15767.76,73628.57,-27343.93,10065.81,2298513683.00,19999.00,20047.00,19951.00,19999.00,19999.00,-0.60,1015.72,179983.00,0.75
1782389783.482871,2026-06-25T12:16:23.482Z,-187.64,-16.84,997.96,-3663.19,13557.08,-15815.89,73628.60,-27343.94,10067.74,2298613677.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.59,179983.00,0.75
1782389783.500346,2026-06-25T12:16:23.500Z,-187.88,-16.84,997.72,-3663.19,13530.83,-15754.64,73628.63,-27343.94,10069.66,2298714139.00,19999.00,20068.00,19930.00,19999.00,19999.00,-0.60,1015.39,179983.00,0.75
1782389783.515685,2026-06-25T12:16:23.515Z,-188.00,-17.20,997.72,-3580.06,13557.08,-15785.26,73628.66,-27343.95,10071.59,2298814344.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.42,179983.00,0.75
1782389783.531207,2026-06-25T12:16:23.531Z,-187.88,-17.20,997.72,-3663.19,13526.45,-15815.89,73628.70,-27343.96,10073.51,2298913977.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.40,179983.00,0.75
1782389784.52458,2026-06-25T12:16:24.524Z,-186.78,-16.84,997.84,-3781.31,13692.70,-15789.64,73628.73,-27343.96,10075.44,2299153348.00,155549.00,19999.00,19999.00,19999.00,20027.00,-0.59,1015.31,179983.00,0.75
1782389784.54107,2026-06-25T12:16:24.541Z,-186.78,-16.84,997.59,-3811.94,13727.70,-15780.89,73628.76,-27343.97,10077.37,2299253516.00,19971.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.07,181833.00,0.75
1782389784.557417,2026-06-25T12:16:24.557Z,-186.66,-17.08,997.72,-3720.06,13714.58,-15785.26,73628.79,-27343.97,10079.29,2299353511.00,20011.00,19988.00,19999.00,19999.00,19999.00,-0.59,1015.17,181833.00,0.75
1782389784.574075,2026-06-25T12:16:24.574Z,-186.66,-16.96,997.47,-3820.69,13710.20,-15780.89,73628.82,-27343.98,10081.22,2299453470.00,19999.00,20003.00,19995.00,19999.00,19999.00,-0.59,1014.93,181833.00,0.75
1782389784.590648,2026-06-25T12:16:24.590Z,-186.66,-16.84,997.59,-3750.69,13683.95,-15785.26,73628.85,-27343.98,10083.14,2299553593.00,19999.00,19999.00,19999.00,19999.00,20052.00,-0.59,1015.05,181833.00,0.75
1782389784.6087,2026-06-25T12:16:24.608Z,-186.66,-16.59,997.84,-3724.44,13666.45,-15789.64,73628.88,-27343.99,10085.07,2299653807.00,19947.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.28,181833.00,0.75
1782389784.623497,2026-06-25T12:16:24.623Z,-186.66,-16.47,997.84,-3794.44,13666.45,-15807.14,73628.91,-27343.99,10086.99,2299753637.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.28,181833.00,0.75
1782389784.63979,2026-06-25T12:16:24.639Z,-186.66,-16.35,997.96,-3781.31,13714.58,-15767.76,73628.95,-27343.99,10088.92,2299854246.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.40,181833.00,0.75
1782389784.65627,2026-06-25T12:16:24.656Z,-186.66,-16.59,998.08,-3838.19,13710.20,-15776.51,73628.98,-27343.99,10090.84,2299954109.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.52,181833.00,0.75
1782389784.671339,2026-06-25T12:16:24.671Z,-186.54,-16.59,998.08,-3768.19,13688.33,-15789.64,73629.01,-27343.98,10092.77,2300054384.00,19999.00,19999.00,20008.00,19990.00,19999.00,-0.59,1015.50,181833.00,0.75
1782389785.664244,2026-06-25T12:16:25.664Z,-187.27,-16.59,997.72,-3833.81,13705.83,-15750.26,73629.04,-27343.98,10094.70,2300293167.00,155847.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.27,181833.00,0.75
1782389785.680381,2026-06-25T12:16:25.680Z,-187.39,-16.47,997.84,-3820.69,13683.95,-15776.51,73629.07,-27343.97,10096.62,2300393142.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.42,176770.00,0.75
1782389785.696901,2026-06-25T12:16:25.696Z,-187.39,-16.59,997.72,-3803.19,13705.83,-15776.51,73629.10,-27343.97,10098.55,2300493739.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.30,176770.00,0.75
1782389785.714913,2026-06-25T12:16:25.715Z,-187.39,-16.59,997.72,-3711.31,13653.33,-15767.76,73629.13,-27343.97,10100.48,2300593373.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.30,176770.00,0.75
1782389785.729665,2026-06-25T12:16:25.729Z,-187.27,-16.35,997.96,-3816.31,13788.95,-15798.39,73629.16,-27343.97,10102.40,2300693576.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.51,176770.00,0.75
1782389785.746143,2026-06-25T12:16:25.746Z,-187.39,-16.35,997.96,-3706.94,13714.58,-15754.64,73629.20,-27343.96,10104.33,2300793831.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.53,176770.00,0.75
1782389785.762642,2026-06-25T12:16:25.762Z,-187.39,-16.47,997.72,-3930.06,13753.95,-15780.89,73629.22,-27343.96,10106.26,2300894085.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.30,176770.00,0.75
1782389785.779145,2026-06-25T12:16:25.779Z,-187.51,-16.47,997.72,-3737.56,13666.45,-15772.14,73629.25,-27343.94,10108.19,2300993951.00,19999.00,19999.00,19999.00,19999.00,20031.00,-0.60,1015.32,176770.00,0.75
1782389785.795698,2026-06-25T12:16:25.795Z,-187.64,-16.59,997.72,-3864.44,13775.83,-15767.76,73629.28,-27343.93,10110.12,2301093905.00,19967.00,19999.00,19999.00,19999.00,20059.00,-0.60,1015.34,176770.00,0.75
1782389785.81121,2026-06-25T12:16:25.811Z,-187.64,-16.59,997.59,-3781.31,13688.33,-15772.14,73629.30,-27343.92,10112.06,2301194063.00,19940.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.22,176770.00,0.75
1782389786.804187,2026-06-25T12:16:26.804Z,-187.51,-16.96,998.20,-3020.06,13167.70,-15811.51,73629.34,-27343.89,10114.00,2301433421.00,155600.00,19997.00,19999.00,19999.00,19999.00,-0.60,1015.81,176770.00,0.75
1782389786.820151,2026-06-25T12:16:26.820Z,-187.15,-16.59,997.84,-4218.81,13858.95,-15776.51,73629.36,-27343.87,10115.93,2301533329.00,19999.00,19999.00,19999.00,19999.00,20001.00,-0.59,1015.37,184392.00,0.75
1782389786.836872,2026-06-25T12:16:26.836Z,-187.15,-16.59,998.33,-3243.19,13377.70,-15829.01,73629.39,-27343.85,10117.87,2301633269.00,19998.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.85,184392.00,0.75
1782389786.853311,2026-06-25T12:16:26.853Z,-186.90,-16.59,998.33,-3798.81,13683.95,-15807.14,73629.41,-27343.84,10119.80,2301733373.00,19999.00,20029.00,19969.00,19999.00,19999.00,-0.59,1015.81,184392.00,0.75
1782389786.86974,2026-06-25T12:16:26.869Z,-187.15,-16.84,998.08,-3475.06,13443.33,-15807.14,73629.44,-27343.82,10121.74,2301833712.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.62,184392.00,0.75
1782389786.886745,2026-06-25T12:16:26.886Z,-187.27,-16.71,998.94,-3282.56,13390.83,-15763.39,73629.46,-27343.80,10123.67,2301933802.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1016.48,184392.00,0.75
1782389786.902816,2026-06-25T12:16:26.902Z,-187.03,-16.47,998.20,-4091.94,13823.95,-15785.26,73629.48,-27343.79,10125.60,2302033943.00,19999.00,19999.00,19999.00,20001.00,19997.00,-0.59,1015.71,184392.00,0.75
1782389786.91913,2026-06-25T12:16:26.919Z,-187.15,-16.84,998.45,-3155.69,13316.45,-15811.51,73629.50,-27343.77,10127.54,2302134153.00,19999.00,19999.00,19999.00,19999.00,20010.00,-0.59,1015.98,184392.00,0.75
1782389786.93562,2026-06-25T12:16:26.935Z,-187.15,-17.20,997.84,-3934.44,13688.33,-15785.26,73629.52,-27343.74,10129.48,2302234169.00,19989.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.38,184392.00,0.75
1782389786.950979,2026-06-25T12:16:26.951Z,-187.15,-17.32,997.84,-3531.94,13500.20,-15785.26,73629.53,-27343.72,10131.42,2302333944.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.38,184392.00,0.75
1782389787.945005,2026-06-25T12:16:27.945Z,-186.90,-16.96,997.23,-3995.69,13850.20,-15754.64,73629.55,-27343.70,10133.36,2302573473.00,155406.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.73,184392.00,0.75
1782389787.961353,2026-06-25T12:16:27.961Z,-186.90,-16.71,996.98,-3829.44,13767.08,-15837.76,73629.57,-27343.69,10135.29,2302673408.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.49,180347.00,0.75
1782389787.977846,2026-06-25T12:16:27.978Z,-186.90,-16.84,996.74,-3912.56,13828.33,-15776.51,73629.59,-27343.67,10137.23,2302773375.00,19999.00,19999.00,20029.00,19970.00,19999.00,-0.59,1014.25,180347.00,0.75
1782389787.994181,2026-06-25T12:16:27.994Z,-186.78,-16.96,996.50,-3864.44,13788.95,-15745.89,73629.59,-27343.66,10139.16,2302873339.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1013.99,180347.00,0.75
1782389788.010453,2026-06-25T12:16:28.010Z,-186.66,-17.08,996.62,-3921.31,13802.08,-15767.76,73629.61,-27343.64,10141.09,2302973514.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.09,180347.00,0.75
1782389788.02692,2026-06-25T12:16:28.027Z,-186.78,-16.96,996.62,-3820.69,13740.83,-15789.64,73629.61,-27343.63,10143.03,2303073550.00,19999.00,19999.00,20003.00,19995.00,19999.00,-0.59,1014.11,180347.00,0.75
1782389788.043506,2026-06-25T12:16:28.043Z,-186.78,-17.08,996.50,-3951.94,13832.70,-15780.89,73629.63,-27343.61,10144.97,2303174002.00,19999.00,19999.00,20016.00,19983.00,19999.00,-0.59,1013.99,180347.00,0.75
1782389788.060091,2026-06-25T12:16:28.060Z,-186.78,-16.96,996.50,-3890.69,13823.95,-15772.14,73629.63,-27343.59,10146.91,2303273776.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1013.99,180347.00,0.75
1782389788.0763,2026-06-25T12:16:28.076Z,-186.90,-16.71,996.86,-3886.31,13788.95,-15745.89,73629.65,-27343.57,10148.85,2303373867.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.37,180347.00,0.75
1782389788.091554,2026-06-25T12:16:28.091Z,-187.03,-16.71,996.98,-3890.69,13788.95,-15794.01,73629.65,-27343.55,10150.79,2303474346.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.51,180347.00,0.75
1782389789.084432,2026-06-25T12:16:29.084Z,-187.76,-17.20,996.86,-3623.81,13539.58,-15794.01,73629.66,-27343.53,10152.73,2303713313.00,156045.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.54,180347.00,0.75
1782389789.101365,2026-06-25T12:16:29.101Z,-187.64,-16.96,996.86,-3632.56,13513.33,-15772.14,73629.66,-27343.51,10154.67,2303813142.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.51,181662.00,0.75
1782389789.117225,2026-06-25T12:16:29.117Z,-187.51,-17.08,996.98,-3584.44,13522.08,-15811.51,73629.67,-27343.48,10156.62,2303913682.00,19999.00,19999.00,19999.00,19999.00,20009.00,-0.60,1014.61,181662.00,0.75
1782389789.134161,2026-06-25T12:16:29.134Z,-187.64,-16.84,996.98,-3654.44,13583.33,-15807.14,73629.68,-27343.46,10158.56,2304013788.00,19990.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.63,181662.00,0.75
1782389789.150416,2026-06-25T12:16:29.150Z,-187.64,-16.84,997.23,-3566.94,13552.70,-15785.26,73629.69,-27343.44,10160.50,2304113809.00,20041.00,19957.00,19999.00,19999.00,19999.00,-0.60,1014.87,181662.00,0.75
1782389789.16669,2026-06-25T12:16:29.166Z,-187.76,-16.84,997.47,-3654.44,13557.08,-15767.76,73629.69,-27343.41,10162.45,2304213686.00,19999.00,19999.00,19999.00,20016.00,19983.00,-0.60,1015.13,181662.00,0.75
1782389789.183192,2026-06-25T12:16:29.183Z,-187.76,-16.84,997.35,-3566.94,13530.83,-15789.64,73629.70,-27343.38,10164.39,2304313783.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.01,181662.00,0.75
1782389789.199823,2026-06-25T12:16:29.199Z,-187.88,-16.96,997.59,-3606.31,13548.33,-15759.01,73629.70,-27343.36,10166.33,2304413744.00,19999.00,20017.00,19982.00,19999.00,19999.00,-0.60,1015.27,181662.00,0.75
1782389789.216179,2026-06-25T12:16:29.216Z,-187.88,-17.08,997.47,-3558.19,13530.83,-15789.64,73629.70,-27343.34,10168.28,2304514256.00,20024.00,19975.00,19999.00,19999.00,20005.00,-0.60,1015.16,181662.00,0.75
1782389789.231409,2026-06-25T12:16:29.231Z,-187.76,-17.20,997.35,-3641.31,13508.95,-15824.64,73629.70,-27343.32,10170.22,2304614072.00,19993.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.02,181662.00,0.75
1782389790.224862,2026-06-25T12:16:30.225Z,-186.90,-16.96,997.23,-3785.69,13710.20,-15798.39,73629.70,-27343.29,10172.17,2304853310.00,155721.00,20000.00,19999.00,19999.00,19999.00,-0.59,1014.73,181662.00,0.75
1782389790.241383,2026-06-25T12:16:30.241Z,-186.90,-17.08,997.11,-3798.81,13714.58,-15798.39,73629.70,-27343.27,10174.12,2304953173.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.62,179414.00,0.75
1782389790.257506,2026-06-25T12:16:30.257Z,-186.66,-16.96,997.11,-3750.69,13701.45,-15807.14,73629.70,-27343.24,10176.07,2305053271.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.57,179414.00,0.75
1782389790.274577,2026-06-25T12:16:30.274Z,-186.66,-17.08,996.98,-3711.31,13644.58,-15767.76,73629.70,-27343.22,10178.01,2305153339.00,20001.00,19998.00,19999.00,19999.00,19999.00,-0.59,1014.45,179414.00,0.75
1782389790.29055,2026-06-25T12:16:30.290Z,-186.78,-17.32,996.74,-3750.69,13697.08,-15776.51,73629.70,-27343.20,10179.96,2305253471.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.24,179414.00,0.75
1782389790.307282,2026-06-25T12:16:30.307Z,-186.66,-17.81,996.01,-3733.19,13666.45,-15772.14,73629.70,-27343.17,10181.91,2305353655.00,19999.00,19999.00,20012.00,19987.00,19999.00,-0.59,1013.50,179414.00,0.75
1782389790.323259,2026-06-25T12:16:30.323Z,-186.66,-18.30,995.40,-3755.06,13714.58,-15785.26,73629.69,-27343.15,10183.86,2305454076.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1012.91,179414.00,0.75
1782389790.339798,2026-06-25T12:16:30.339Z,-186.78,-18.54,994.79,-3724.44,13666.45,-15820.26,73629.67,-27343.13,10185.81,2305553775.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1012.34,179414.00,0.75
1782389790.356517,2026-06-25T12:16:30.356Z,-186.66,-18.18,995.15,-3785.69,13697.08,-15785.26,73629.66,-27343.11,10187.76,2305653942.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1012.67,179414.00,0.75
1782389790.371934,2026-06-25T12:16:30.372Z,-186.42,-17.81,995.76,-3772.56,13705.83,-15763.39,73629.66,-27343.08,10189.71,2305754443.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1013.22,179414.00,0.75
1782389791.364484,2026-06-25T12:16:31.364Z,-187.64,-17.81,995.40,-3768.19,13666.45,-15807.14,73629.65,-27343.07,10191.66,2305993374.00,156023.00,19999.00,20012.00,19986.00,19999.00,-0.60,1013.09,179414.00,0.75
1782389791.381345,2026-06-25T12:16:31.381Z,-187.64,-17.57,995.64,-3807.56,13692.70,-15767.76,73629.63,-27343.04,10193.61,2306093239.00,19999.00,19999.00,19999.00,19999.00,20004.00,-0.60,1013.32,179414.00,0.75
1782389791.397272,2026-06-25T12:16:31.397Z,-187.64,-17.32,995.89,-3768.19,13683.95,-15815.89,73629.62,-27343.03,10195.56,2306193239.00,19994.00,19999.00,20001.00,19998.00,19999.00,-0.60,1013.56,185894.00,0.75
1782389791.414008,2026-06-25T12:16:31.414Z,-187.39,-17.20,996.25,-3877.56,13727.70,-15807.14,73629.60,-27343.01,10197.51,2306293524.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.87,185894.00,0.75
1782389791.430497,2026-06-25T12:16:31.430Z,-187.51,-17.20,996.13,-3728.81,13727.70,-15767.76,73629.59,-27343.00,10199.46,2306393709.00,19999.00,20032.00,19966.00,19999.00,19999.00,-0.60,1013.77,185894.00,0.75
1782389791.446811,2026-06-25T12:16:31.446Z,-187.51,-17.32,996.25,-3820.69,13758.33,-15798.39,73629.57,-27342.98,10201.41,2306494042.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.89,185894.00,0.75
1782389791.463078,2026-06-25T12:16:31.463Z,-187.51,-17.08,996.50,-3785.69,13705.83,-15785.26,73629.55,-27342.96,10203.36,2306593786.00,20073.00,19925.00,19999.00,19999.00,20000.00,-0.60,1014.13,185894.00,0.75
1782389791.479546,2026-06-25T12:16:31.479Z,-187.51,-17.08,996.62,-3781.31,13718.95,-15780.89,73629.54,-27342.94,10205.31,2306693744.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.25,185894.00,0.75
1782389791.496053,2026-06-25T12:16:31.496Z,-187.51,-16.84,996.74,-3772.56,13657.70,-15794.01,73629.52,-27342.93,10207.26,2306794111.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.36,185894.00,0.75
1782389791.511335,2026-06-25T12:16:31.511Z,-187.51,-16.84,996.86,-3798.81,13679.58,-15767.76,73629.51,-27342.92,10209.22,2306894175.00,20004.00,19995.00,19999.00,19999.00,19999.00,-0.60,1014.48,185894.00,0.75
1782389792.504439,2026-06-25T12:16:32.504Z,-187.15,-17.20,997.23,-3597.56,13592.08,-15811.51,73629.50,-27342.90,10211.17,2307133332.00,155711.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.78,185894.00,0.75
1782389792.521052,2026-06-25T12:16:32.521Z,-187.15,-17.08,997.23,-3667.56,13543.95,-15780.89,73629.49,-27342.88,10213.13,2307233541.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.78,182949.00,0.75
1782389792.537177,2026-06-25T12:16:32.537Z,-187.15,-17.20,997.35,-3623.81,13587.70,-15811.51,73629.48,-27342.85,10215.08,2307333371.00,19999.00,20041.00,19957.00,19999.00,19999.00,-0.60,1014.90,182949.00,0.75
