ros_time,recv_time_utc,ax,ay,az,gx,gy,gz,roll,pitch,yaw,timeantwifi,usciclo1,usciclo2,usciclo3,usciclo4,usciclo5,si,accmag,microsds,k3
1782389817.655808,2026-06-25T12:16:57.655Z,-186.66,-16.47,998.33,-3768.19,13692.70,-15780.89,73628.72,-27342.65,10652.82,2332953929.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.76,172407.00,0.75
1782389817.671246,2026-06-25T12:16:57.671Z,-186.90,-16.71,998.20,-3728.81,13657.70,-15780.89,73628.70,-27342.65,10654.77,2333054069.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.69,172407.00,0.75
1782389818.664545,2026-06-25T12:16:58.664Z,-187.51,-16.84,997.35,-4266.94,13946.45,-15798.39,73628.67,-27342.67,10656.72,2333293457.00,155619.00,19993.00,19999.00,19999.00,19999.00,-0.60,1014.96,172407.00,0.75
1782389818.680995,2026-06-25T12:16:58.681Z,-187.64,-17.32,996.98,-3488.19,13473.95,-15798.39,73628.65,-27342.67,10658.67,2333393170.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.64,173743.00,0.75
1782389818.697439,2026-06-25T12:16:58.697Z,-187.64,-17.32,996.74,-3982.56,13815.20,-15780.89,73628.63,-27342.69,10660.62,2333493384.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.40,173743.00,0.75
1782389818.713695,2026-06-25T12:16:58.713Z,-187.64,-17.08,996.98,-3733.19,13679.58,-15785.26,73628.60,-27342.70,10662.57,2333593855.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.63,173743.00,0.75
1782389818.730251,2026-06-25T12:16:58.730Z,-187.39,-17.08,996.86,-3864.44,13775.83,-15798.39,73628.58,-27342.71,10664.51,2333693845.00,19999.00,20003.00,19995.00,20027.00,19971.00,-0.60,1014.47,173743.00,0.75
1782389818.747011,2026-06-25T12:16:58.747Z,-187.64,-17.32,996.98,-3387.56,13460.83,-15794.01,73628.56,-27342.71,10666.47,2333793578.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.64,173743.00,0.75
1782389818.762888,2026-06-25T12:16:58.762Z,-187.51,-17.08,996.62,-4205.69,13911.45,-15763.39,73628.54,-27342.73,10668.41,2333894073.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.25,173743.00,0.75
1782389818.77941,2026-06-25T12:16:58.779Z,-187.76,-17.20,996.74,-3527.56,13561.45,-15780.89,73628.52,-27342.75,10670.35,2333993892.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.42,173743.00,0.75
1782389818.796005,2026-06-25T12:16:58.796Z,-187.64,-17.32,996.50,-3969.44,13780.20,-15767.76,73628.50,-27342.76,10672.30,2334093874.00,19999.00,19999.00,20000.00,19998.00,19999.00,-0.60,1014.16,173743.00,0.75
1782389818.811202,2026-06-25T12:16:58.811Z,-187.64,-17.57,996.25,-3685.06,13670.83,-15785.26,73628.48,-27342.78,10674.25,2334194206.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.92,173743.00,0.75
1782389819.804601,2026-06-25T12:16:59.804Z,-187.03,-17.93,995.76,-3610.69,13526.45,-15807.14,73628.48,-27342.79,10676.19,2334433460.00,155676.00,19927.00,19999.00,19999.00,19999.00,-0.60,1013.33,173743.00,0.75
1782389819.820847,2026-06-25T12:16:59.820Z,-186.78,-18.06,995.64,-3606.31,13539.58,-15785.26,73628.47,-27342.80,10678.14,2334533595.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1013.17,172821.00,0.75
1782389819.837581,2026-06-25T12:16:59.837Z,-187.15,-17.93,995.64,-3575.69,13535.20,-15794.01,73628.46,-27342.81,10680.09,2334633685.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.24,172821.00,0.75
1782389819.853853,2026-06-25T12:16:59.854Z,-187.15,-17.57,995.89,-3562.56,13522.08,-15802.76,73628.45,-27342.82,10682.03,2334733456.00,20007.00,19991.00,19999.00,19999.00,19999.00,-0.60,1013.47,172821.00,0.75
1782389819.870436,2026-06-25T12:16:59.870Z,-187.15,-17.32,995.89,-3610.69,13500.20,-15789.64,73628.44,-27342.83,10683.98,2334833580.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.47,172821.00,0.75
1782389819.886824,2026-06-25T12:16:59.886Z,-187.27,-17.20,996.50,-3549.44,13522.08,-15794.01,73628.43,-27342.84,10685.92,2334933952.00,20025.00,19973.00,19999.00,19999.00,19999.00,-0.60,1014.09,172821.00,0.75
1782389819.903103,2026-06-25T12:16:59.903Z,-187.15,-17.32,996.50,-3702.56,13578.95,-15776.51,73628.41,-27342.86,10687.87,2335034131.00,19999.00,20009.00,19990.00,19999.00,20041.00,-0.60,1014.07,172821.00,0.75
1782389819.919572,2026-06-25T12:16:59.919Z,-187.27,-17.81,996.50,-3518.81,13535.20,-15794.01,73628.40,-27342.87,10689.82,2335133917.00,19957.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.10,172821.00,0.75
1782389819.935925,2026-06-25T12:16:59.936Z,-187.39,-17.69,996.13,-3654.44,13548.33,-15824.64,73628.39,-27342.88,10691.76,2335233845.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.76,172821.00,0.75
1782389819.951422,2026-06-25T12:16:59.951Z,-187.15,-17.57,995.89,-3601.94,13535.20,-15776.51,73628.39,-27342.89,10693.71,2335334303.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.47,172821.00,0.75
1782389820.944811,2026-06-25T12:17:00.944Z,-186.78,-16.71,996.25,-3803.19,13767.08,-15785.26,73628.38,-27342.91,10695.65,2335573461.00,155768.00,19995.00,19999.00,19999.00,19999.00,-0.59,1013.75,172821.00,0.75
1782389820.960419,2026-06-25T12:17:00.960Z,-186.90,-16.84,996.13,-3903.81,13793.33,-15789.64,73628.37,-27342.94,10697.58,2335673411.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.65,174240.00,0.75
1782389820.977386,2026-06-25T12:17:00.977Z,-186.78,-16.71,996.50,-3860.06,13758.33,-15820.26,73628.35,-27342.96,10699.53,2335773269.00,19999.00,19999.00,20039.00,19960.00,19999.00,-0.59,1013.99,174240.00,0.75
1782389820.993598,2026-06-25T12:17:00.993Z,-186.78,-16.59,996.86,-3938.81,13810.83,-15789.64,73628.34,-27342.98,10701.46,2335873372.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.35,174240.00,0.75
1782389821.010204,2026-06-25T12:17:01.010Z,-186.78,-16.84,996.74,-3873.19,13793.33,-15811.51,73628.34,-27343.00,10703.40,2335973494.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.23,174240.00,0.75
1782389821.02674,2026-06-25T12:17:01.026Z,-186.66,-17.20,996.37,-3895.06,13819.58,-15776.51,73628.33,-27343.02,10705.34,2336073955.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1013.85,174240.00,0.75
1782389821.042931,2026-06-25T12:17:01.043Z,-186.78,-17.08,996.74,-3877.56,13802.08,-15767.76,73628.32,-27343.04,10707.28,2336173818.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.23,174240.00,0.75
1782389821.059523,2026-06-25T12:17:01.059Z,-186.90,-16.84,996.98,-3903.81,13780.20,-15780.89,73628.32,-27343.06,10709.21,2336273772.00,19999.00,19999.00,20019.00,19980.00,19999.00,-0.59,1014.49,174240.00,0.75
1782389821.076175,2026-06-25T12:17:01.076Z,-186.90,-16.59,997.11,-3868.81,13797.70,-15785.26,73628.32,-27343.09,10711.15,2336374065.00,19999.00,19999.00,19999.00,20034.00,19964.00,-0.59,1014.61,174240.00,0.75
1782389821.091537,2026-06-25T12:17:01.091Z,-187.03,-16.59,997.23,-3916.94,13775.83,-15794.01,73628.32,-27343.11,10713.09,2336474193.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.75,174240.00,0.75
1782389822.064398,2026-06-25T12:17:02.064Z,-187.39,-16.71,997.11,-3851.31,13710.20,-15767.76,73628.32,-27343.13,10715.02,2336693331.00,155741.00,849.00,19999.00,19999.00,19999.00,-0.60,1014.70,174240.00,0.75
1782389822.080851,2026-06-25T12:17:02.080Z,-187.51,-17.32,996.98,-3768.19,13732.08,-15776.51,73628.21,-27343.04,10716.49,2336793190.00,19999.00,19999.00,19999.00,19999.00,20013.00,-0.60,1014.61,174240.00,0.75
1782389822.097323,2026-06-25T12:17:02.097Z,-187.64,-17.81,996.50,-3825.06,13727.70,-15789.64,73628.20,-27343.06,10718.43,2336893582.00,19986.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.16,172984.00,0.75
1782389822.114204,2026-06-25T12:17:02.114Z,-187.76,-17.93,996.13,-3798.81,13710.20,-15767.76,73628.20,-27343.08,10720.37,2336993469.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.83,172984.00,0.75
1782389822.130213,2026-06-25T12:17:02.130Z,-187.76,-17.93,995.76,-3798.81,13697.08,-15794.01,73628.20,-27343.11,10722.30,2337093709.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.47,172984.00,0.75
1782389822.146657,2026-06-25T12:17:02.146Z,-187.64,-17.69,995.52,-3790.06,13692.70,-15759.01,73628.20,-27343.13,10724.24,2337193677.00,19999.00,19999.00,19999.00,19999.00,20006.00,-0.60,1013.20,172984.00,0.75
1782389822.16342,2026-06-25T12:17:02.163Z,-187.64,-17.81,995.28,-3790.06,13666.45,-15794.01,73628.20,-27343.15,10726.17,2337294039.00,19993.00,19999.00,19999.00,19999.00,19999.00,-0.60,1012.97,172984.00,0.75
1782389822.179673,2026-06-25T12:17:02.179Z,-187.76,-17.81,995.15,-3816.31,13666.45,-15789.64,73628.20,-27343.18,10728.11,2337393879.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1012.87,172984.00,0.75
1782389822.196261,2026-06-25T12:17:02.196Z,-187.51,-17.32,995.28,-3842.56,13753.95,-15811.51,73628.20,-27343.20,10730.04,2337494052.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1012.93,172984.00,0.75
1782389822.211272,2026-06-25T12:17:02.211Z,-187.51,-17.57,995.52,-3803.19,13688.33,-15772.14,73628.20,-27343.22,10731.98,2337594347.00,19999.00,19999.00,20025.00,19973.00,19999.00,-0.60,1013.18,172984.00,0.75
1782389823.184703,2026-06-25T12:17:03.184Z,-187.76,-17.57,995.64,-3641.31,13565.83,-15829.01,73628.20,-27343.24,10733.91,2337813078.00,155888.00,3071.00,19994.00,19999.00,19999.00,-0.60,1013.34,172984.00,0.75
1782389823.201049,2026-06-25T12:17:03.201Z,-187.88,-17.57,995.64,-3654.44,13539.58,-15767.76,73628.10,-27343.16,10735.44,2337913401.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.37,172984.00,0.75
1782389823.217162,2026-06-25T12:17:03.217Z,-187.76,-17.69,995.76,-3601.94,13530.83,-15798.39,73628.10,-27343.18,10737.38,2338013270.00,19999.00,19999.00,19999.00,20052.00,19946.00,-0.60,1013.47,174441.00,0.75
1782389823.233688,2026-06-25T12:17:03.233Z,-187.76,-17.57,995.28,-3593.19,13578.95,-15785.26,73628.11,-27343.21,10739.31,2338113513.00,19999.00,20000.00,19999.00,19999.00,19999.00,-0.60,1012.98,174441.00,0.75
1782389823.250636,2026-06-25T12:17:03.250Z,-187.76,-17.57,995.15,-3636.94,13535.20,-15798.39,73628.11,-27343.23,10741.25,2338213531.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1012.86,174441.00,0.75
1782389823.266585,2026-06-25T12:17:03.266Z,-187.88,-17.81,995.15,-3615.06,13539.58,-15815.89,73628.11,-27343.25,10743.19,2338313807.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1012.89,174441.00,0.75
1782389823.282971,2026-06-25T12:17:03.283Z,-187.64,-17.57,995.64,-3610.69,13478.33,-15794.01,73628.12,-27343.27,10745.12,2338413907.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.32,174441.00,0.75
1782389823.299602,2026-06-25T12:17:03.299Z,-187.76,-17.32,995.89,-3650.06,13622.70,-15785.26,73628.13,-27343.29,10747.06,2338514010.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.58,174441.00,0.75
1782389823.316009,2026-06-25T12:17:03.316Z,-187.76,-17.08,996.25,-3650.06,13543.95,-15772.14,73628.13,-27343.30,10748.99,2338614316.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.93,174441.00,0.75
1782389823.331388,2026-06-25T12:17:03.331Z,-187.76,-17.32,996.25,-3663.19,13543.95,-15780.89,73628.13,-27343.32,10750.92,2338714287.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.94,174441.00,0.75
