ros_time,recv_time_utc,raw_line,parse_ok,error
1782389676.653835,2026-06-25T12:14:36.654Z,-186.66; -16.47; 998.45; -3737.56; 13692.70; -15789.64; 73629.17; -27343.93; 8254.11; 2191954104.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.88; 173594.00;   0.75;,1,
1782389676.671207,2026-06-25T12:14:36.671Z,-186.54; -16.35; 998.57; -3790.06; 13718.95; -15798.39; 73629.20; -27343.92; 8256.04; 2192054323.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.98; 173594.00;   0.75;,1,
1782389677.664102,2026-06-25T12:14:37.664Z,-187.64; -17.08; 997.72; -3803.19; 13710.20; -15745.89; 73629.22; -27343.91; 8257.97; 2192293449.00; 155784.00; 19994.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.35; 173594.00;   0.75;,1,
1782389677.680062,2026-06-25T12:14:37.680Z,-187.64; -17.08; 997.47; -3750.69; 13697.08; -15811.51; 73629.23; -27343.90; 8259.90; 2192393546.00; 19999.00; 19999.00; 19999.00; 20002.00; 19997.00;  -0.60; 1015.11; 172028.00;   0.75;,1,
1782389677.69702,2026-06-25T12:14:37.697Z,-187.51; -17.08; 997.59; -3781.31; 13679.58; -15772.14; 73629.25; -27343.90; 8261.83; 2192493271.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.21; 172028.00;   0.75;,1,
1782389677.713175,2026-06-25T12:14:37.713Z,-187.64; -17.08; 997.47; -3825.06; 13697.08; -15789.64; 73629.27; -27343.89; 8263.76; 2192593511.00; 19999.00; 19999.00; 20000.00; 19998.00; 19999.00;  -0.60; 1015.11; 172028.00;   0.75;,1,
1782389677.730023,2026-06-25T12:14:37.730Z,-187.51; -16.84; 997.59; -3838.19; 13727.70; -15780.89; 73629.29; -27343.88; 8265.69; 2192693609.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.20; 172028.00;   0.75;,1,
1782389677.746007,2026-06-25T12:14:37.746Z,-187.51; -16.84; 997.72; -3860.06; 13710.20; -15763.39; 73629.30; -27343.87; 8267.62; 2192793644.00; 19999.00; 19999.00; 19999.00; 20006.00; 19992.00;  -0.60; 1015.32; 172028.00;   0.75;,1,
1782389677.762375,2026-06-25T12:14:37.762Z,-187.51; -16.96; 997.72; -3864.44; 13705.83; -15789.64; 73629.33; -27343.86; 8269.55; 2192893777.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.33; 172028.00;   0.75;,1,
1782389677.778763,2026-06-25T12:14:37.778Z,-187.64; -17.08; 997.35; -3890.69; 13745.20; -15776.51; 73629.35; -27343.85; 8271.48; 2192993745.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.99; 172028.00;   0.75;,1,
1782389677.793498,2026-06-25T12:14:37.793Z,-187.51; -17.20; 996.86; -3785.69; 13705.83; -15763.39; 73629.37; -27343.84; 8273.42; 2193093976.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.49; 172028.00;   0.75;,1,
1782389677.810835,2026-06-25T12:14:37.810Z,-187.64; -17.20; 996.74; -3803.19; 13714.58; -15785.26; 73629.38; -27343.83; 8275.35; 2193193991.00; 19999.00; 20020.00; 19979.00; 19999.00; 19999.00;  -0.60; 1014.39; 172028.00;   0.75;,1,
1782389678.803745,2026-06-25T12:14:38.803Z,-187.39; -17.45; 996.98; -3588.81; 13535.20; -15776.51; 73629.41; -27343.81; 8277.28; 2193433307.00; 155446.00; 19997.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.59; 172028.00;   0.75;,1,
1782389678.820169,2026-06-25T12:14:38.820Z,-187.39; -17.32; 996.98; -3606.31; 13574.58; -15798.39; 73629.43; -27343.79; 8279.22; 2193533338.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.59; 173066.00;   0.75;,1,
1782389678.836603,2026-06-25T12:14:38.836Z,-187.15; -17.20; 996.98; -3663.19; 13557.08; -15763.39; 73629.45; -27343.77; 8281.16; 2193633765.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.54; 173066.00;   0.75;,1,
1782389678.852974,2026-06-25T12:14:38.853Z,-187.15; -17.20; 997.23; -3650.06; 13565.83; -15802.76; 73629.48; -27343.74; 8283.09; 2193733604.00; 19999.00; 19999.00; 20000.00; 19999.00; 19999.00;  -0.60; 1014.78; 173066.00;   0.75;,1,
1782389678.869516,2026-06-25T12:14:38.869Z,-187.64; -17.08; 997.35; -3553.81; 13517.70; -15789.64; 73629.50; -27343.72; 8285.03; 2193833708.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.99; 173066.00;   0.75;,1,
1782389678.885855,2026-06-25T12:14:38.886Z,-187.64; -17.08; 997.47; -3606.31; 13535.20; -15776.51; 73629.52; -27343.70; 8286.97; 2193933872.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.11; 173066.00;   0.75;,1,
1782389678.902311,2026-06-25T12:14:38.902Z,-187.39; -17.08; 997.72; -3615.06; 13561.45; -15785.26; 73629.54; -27343.68; 8288.91; 2194034175.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.31; 173066.00;   0.75;,1,
1782389678.918617,2026-06-25T12:14:38.918Z,-187.51; -17.20; 997.72; -3606.31; 13517.70; -15811.51; 73629.56; -27343.66; 8290.85; 2194133765.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.33; 173066.00;   0.75;,1,
1782389678.93346,2026-06-25T12:14:38.933Z,-187.39; -17.08; 997.47; -3606.31; 13600.83; -15794.01; 73629.57; -27343.63; 8292.79; 2194233835.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.07; 173066.00;   0.75;,1,
1782389678.951612,2026-06-25T12:14:38.951Z,-187.27; -17.08; 997.47; -3667.56; 13570.20; -15772.14; 73629.59; -27343.61; 8294.73; 2194333938.00; 19999.00; 20058.00; 19940.00; 19999.00; 19999.00;  -0.60; 1015.04; 173066.00;   0.75;,1,
1782389679.943352,2026-06-25T12:14:39.943Z,-187.15; -16.84; 997.72; -3846.94; 13771.45; -15811.51; 73629.59; -27343.60; 8296.67; 2194573398.00; 155396.00; 19997.00; 19999.00; 19999.00; 20072.00;  -0.59; 1015.26; 173066.00;   0.75;,1,
1782389679.960022,2026-06-25T12:14:39.960Z,-187.15; -16.96; 997.72; -3912.56; 13797.70; -15794.01; 73629.60; -27343.58; 8298.61; 2194673468.00; 19927.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.26; 172905.00;   0.75;,1,
1782389679.976354,2026-06-25T12:14:39.976Z,-187.03; -16.84; 997.72; -3899.44; 13753.95; -15759.01; 73629.60; -27343.56; 8300.55; 2194773327.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.23; 172905.00;   0.75;,1,
1782389679.992932,2026-06-25T12:14:39.993Z,-187.03; -16.84; 997.47; -3890.69; 13815.20; -15754.64; 73629.60; -27343.55; 8302.49; 2194873737.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.99; 172905.00;   0.75;,1,
1782389680.009446,2026-06-25T12:14:40.009Z,-187.03; -16.84; 997.72; -3842.56; 13749.58; -15798.39; 73629.60; -27343.53; 8304.42; 2194973612.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.23; 172905.00;   0.75;,1,
1782389680.026085,2026-06-25T12:14:40.026Z,-187.03; -16.84; 997.59; -3895.06; 13797.70; -15759.01; 73629.60; -27343.51; 8306.36; 2195073568.00; 19999.00; 19999.00; 20044.00; 19955.00; 19999.00;  -0.59; 1015.11; 172905.00;   0.75;,1,
1782389680.042245,2026-06-25T12:14:40.042Z,-187.15; -16.71; 997.47; -3895.06; 13823.95; -15763.39; 73629.60; -27343.50; 8308.30; 2195174066.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.01; 172905.00;   0.75;,1,
1782389680.058737,2026-06-25T12:14:40.058Z,-187.03; -16.59; 997.59; -3881.94; 13749.58; -15767.76; 73629.60; -27343.48; 8310.25; 2195273988.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.11; 172905.00;   0.75;,1,
1782389680.073283,2026-06-25T12:14:40.073Z,-186.90; -16.71; 997.59; -3925.69; 13802.08; -15745.89; 73629.60; -27343.46; 8312.19; 2195374014.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.09; 172905.00;   0.75;,1,
1782389680.090479,2026-06-25T12:14:40.090Z,-187.15; -16.71; 997.35; -3908.19; 13797.70; -15741.51; 73629.60; -27343.44; 8314.13; 2195473944.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.89; 172905.00;   0.75;,1,
1782389681.084513,2026-06-25T12:14:41.084Z,-187.88; -17.08; 997.59; -3680.69; 13561.45; -15798.39; 73629.61; -27343.42; 8316.08; 2195713337.00; 155505.00; 19998.00; 19999.00; 19999.00; 20014.00;  -0.60; 1015.28; 172905.00;   0.75;,1,
1782389681.100707,2026-06-25T12:14:41.100Z,-187.88; -16.84; 997.72; -3606.31; 13522.08; -15780.89; 73629.61; -27343.39; 8318.02; 2195813146.00; 19984.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.39; 173078.00;   0.75;,1,
1782389681.117183,2026-06-25T12:14:41.117Z,-187.64; -16.71; 997.96; -3610.69; 13535.20; -15763.39; 73629.61; -27343.37; 8319.97; 2195913799.00; 19999.00; 20003.00; 19995.00; 19999.00; 20163.00;  -0.60; 1015.58; 173078.00;   0.75;,1,
1782389681.133247,2026-06-25T12:14:41.133Z,-187.64; -16.84; 997.84; -3636.94; 13574.58; -15802.76; 73629.61; -27343.34; 8321.92; 2196013755.00; 19835.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.47; 173078.00;   0.75;,1,
1782389681.149991,2026-06-25T12:14:41.150Z,-187.64; -16.84; 998.08; -3676.31; 13596.45; -15772.14; 73629.61; -27343.31; 8323.87; 2196113532.00; 20001.00; 20028.00; 19968.00; 19999.00; 19999.00;  -0.60; 1015.71; 173078.00;   0.75;,1,
1782389681.166289,2026-06-25T12:14:41.166Z,-187.76; -16.84; 998.20; -3597.56; 13592.08; -15789.64; 73629.61; -27343.29; 8325.82; 2196213617.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.85; 173078.00;   0.75;,1,
1782389681.182656,2026-06-25T12:14:41.182Z,-187.88; -16.84; 998.20; -3628.19; 13526.45; -15772.14; 73629.61; -27343.27; 8327.77; 2196313908.00; 19999.00; 19999.00; 19999.00; 19999.00; 20010.00;  -0.60; 1015.87; 173078.00;   0.75;,1,
1782389681.199068,2026-06-25T12:14:41.199Z,-187.76; -16.84; 997.96; -3636.94; 13526.45; -15763.39; 73629.60; -27343.24; 8329.72; 2196413912.00; 19988.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.61; 173078.00;   0.75;,1,
1782389681.213436,2026-06-25T12:14:41.213Z,-187.88; -16.96; 997.96; -3601.94; 13508.95; -15780.89; 73629.60; -27343.22; 8331.66; 2196514172.00; 19999.00; 19999.00; 19999.00; 20003.00; 19996.00;  -0.60; 1015.63; 173078.00;   0.75;,1,
1782389681.230782,2026-06-25T12:14:41.230Z,-187.76; -17.08; 997.72; -3601.94; 13526.45; -15802.76; 73629.59; -27343.20; 8333.61; 2196614199.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.37; 173078.00;   0.75;,1,
1782389682.224588,2026-06-25T12:14:42.224Z,-186.90; -16.84; 997.96; -3759.44; 13692.70; -15802.76; 73629.59; -27343.18; 8335.56; 2196853395.00; 155841.00; 20000.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.45; 173078.00;   0.75;,1,
1782389682.24052,2026-06-25T12:14:42.240Z,-186.90; -17.08; 997.84; -3768.19; 13745.20; -15780.89; 73629.59; -27343.16; 8337.51; 2196953484.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.34; 172253.00;   0.75;,1,
1782389682.256805,2026-06-25T12:14:42.256Z,-186.90; -17.08; 997.35; -3825.06; 13718.95; -15772.14; 73629.59; -27343.14; 8339.46; 2197053696.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.86; 172253.00;   0.75;,1,
1782389682.273268,2026-06-25T12:14:42.273Z,-186.90; -17.20; 997.23; -3768.19; 13670.83; -15807.14; 73629.57; -27343.13; 8341.40; 2197153373.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.74; 172253.00;   0.75;,1,
1782389682.289732,2026-06-25T12:14:42.289Z,-186.90; -17.08; 997.11; -3715.69; 13653.33; -15759.01; 73629.55; -27343.10; 8343.36; 2197253803.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.62; 172253.00;   0.75;,1,
1782389682.30618,2026-06-25T12:14:42.306Z,-186.90; -16.96; 997.35; -3772.56; 13640.20; -15767.76; 73629.55; -27343.08; 8345.30; 2197353537.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.85; 172253.00;   0.75;,1,
1782389682.322476,2026-06-25T12:14:42.322Z,-186.90; -17.08; 997.59; -3750.69; 13657.70; -15815.89; 73629.53; -27343.06; 8347.25; 2197453819.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.10; 172253.00;   0.75;,1,
1782389682.338945,2026-06-25T12:14:42.338Z,-186.66; -16.84; 997.47; -3737.56; 13683.95; -15807.14; 73629.52; -27343.05; 8349.20; 2197554139.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.93; 172253.00;   0.75;,1,
1782389682.35414,2026-06-25T12:14:42.354Z,-186.78; -16.96; 997.47; -3816.31; 13688.33; -15776.51; 73629.51; -27343.03; 8351.15; 2197654080.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.95; 172253.00;   0.75;,1,
1782389682.371239,2026-06-25T12:14:42.371Z,-186.66; -16.96; 997.47; -3781.31; 13718.95; -15789.64; 73629.50; -27343.02; 8353.10; 2197754074.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.93; 172253.00;   0.75;,1,
1782389683.363867,2026-06-25T12:14:43.363Z,-187.64; -16.84; 997.23; -3794.44; 13736.45; -15798.39; 73629.48; -27343.00; 8355.05; 2197993322.00; 155725.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.87; 172253.00;   0.75;,1,
1782389683.380884,2026-06-25T12:14:43.381Z,-187.88; -16.96; 997.47; -3790.06; 13644.58; -15785.26; 73629.47; -27342.98; 8357.00; 2198093276.00; 20017.00; 19982.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.15; 173102.00;   0.75;,1,
1782389683.39686,2026-06-25T12:14:43.396Z,-187.76; -16.84; 997.23; -3768.19; 13701.45; -15785.26; 73629.45; -27342.97; 8358.95; 2198193638.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.89; 173102.00;   0.75;,1,
1782389683.41351,2026-06-25T12:14:43.413Z,-187.64; -16.59; 997.35; -3820.69; 13732.08; -15807.14; 73629.44; -27342.96; 8360.90; 2198293455.00; 20004.00; 19995.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.98; 173102.00;   0.75;,1,
1782389683.430045,2026-06-25T12:14:43.430Z,-187.39; -16.84; 997.47; -3790.06; 13749.58; -15754.64; 73629.42; -27342.94; 8362.85; 2198393841.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.06; 173102.00;   0.75;,1,
1782389683.446397,2026-06-25T12:14:43.446Z,-187.51; -16.96; 997.35; -3803.19; 13705.83; -15798.39; 73629.41; -27342.93; 8364.80; 2198493977.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.97; 173102.00;   0.75;,1,
1782389683.462755,2026-06-25T12:14:43.462Z,-187.39; -16.96; 997.47; -3877.56; 13740.83; -15780.89; 73629.40; -27342.91; 8366.76; 2198593907.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.06; 173102.00;   0.75;,1,
1782389683.479651,2026-06-25T12:14:43.479Z,-187.39; -16.84; 997.35; -3838.19; 13705.83; -15802.76; 73629.38; -27342.90; 8368.71; 2198694142.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.94; 173102.00;   0.75;,1,
1782389683.494403,2026-06-25T12:14:43.494Z,-187.64; -16.84; 997.35; -3785.69; 13705.83; -15785.26; 73629.36; -27342.89; 8370.66; 2198794007.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.99; 173102.00;   0.75;,1,
1782389683.511543,2026-06-25T12:14:43.511Z,-187.51; -16.84; 997.35; -3741.94; 13692.70; -15780.89; 73629.34; -27342.88; 8372.61; 2198894406.00; 20005.00; 20011.00; 19982.00; 19999.00; 19999.00;  -0.60; 1014.96; 173102.00;   0.75;,1,
1782389684.503776,2026-06-25T12:14:44.503Z,-187.15; -17.08; 997.47; -3606.31; 13605.20; -15776.51; 73629.33; -27342.86; 8374.56; 2199133173.00; 155937.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.02; 173102.00;   0.75;,1,
1782389684.519996,2026-06-25T12:14:44.520Z,-187.27; -17.32; 997.11; -3615.06; 13561.45; -15794.01; 73629.32; -27342.85; 8376.52; 2199233403.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.69; 173256.00;   0.75;,1,
1782389684.537047,2026-06-25T12:14:44.537Z,-187.15; -17.32; 996.98; -3584.44; 13570.20; -15789.64; 73629.31; -27342.83; 8378.47; 2199333609.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.55; 173256.00;   0.75;,1,
1782389684.553329,2026-06-25T12:14:44.553Z,-187.27; -17.32; 997.11; -3619.44; 13508.95; -15785.26; 73629.30; -27342.81; 8380.43; 2199433475.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.69; 173256.00;   0.75;,1,
1782389684.569543,2026-06-25T12:14:44.569Z,-187.27; -17.45; 997.11; -3593.19; 13526.45; -15789.64; 73629.29; -27342.79; 8382.38; 2199533746.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.69; 173256.00;   0.75;,1,
1782389684.586315,2026-06-25T12:14:44.586Z,-187.39; -17.32; 996.86; -3615.06; 13500.20; -15789.64; 73629.27; -27342.78; 8384.34; 2199633800.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.47; 173256.00;   0.75;,1,
1782389684.602627,2026-06-25T12:14:44.602Z,-187.39; -17.32; 996.98; -3588.81; 13526.45; -15798.39; 73629.26; -27342.77; 8386.29; 2199733773.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.59; 173256.00;   0.75;,1,
1782389684.618906,2026-06-25T12:14:44.618Z,-187.27; -17.08; 996.98; -3645.69; 13583.33; -15785.26; 73629.23; -27342.76; 8388.25; 2199834024.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.56; 173256.00;   0.75;,1,
1782389684.63376,2026-06-25T12:14:44.633Z,-187.15; -16.96; 997.23; -3610.69; 13500.20; -15785.26; 73629.22; -27342.75; 8390.20; 2199934243.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.78; 173256.00;   0.75;,1,
1782389684.650918,2026-06-25T12:14:44.651Z,-187.15; -17.08; 997.59; -3632.56; 13539.58; -15789.64; 73629.20; -27342.73; 8392.16; 2200034169.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.14; 173256.00;   0.75;,1,
1782389685.64447,2026-06-25T12:14:45.644Z,-187.15; -16.84; 997.84; -3912.56; 13749.58; -15794.01; 73629.17; -27342.73; 8394.11; 2200273307.00; 155631.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.38; 173256.00;   0.75;,1,
1782389685.660801,2026-06-25T12:14:45.660Z,-187.27; -16.84; 997.84; -3886.31; 13823.95; -15776.51; 73629.15; -27342.73; 8396.06; 2200373402.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.40; 178394.00;   0.75;,1,
1782389685.677472,2026-06-25T12:14:45.677Z,-186.90; -16.84; 997.47; -3921.31; 13837.08; -15759.01; 73629.12; -27342.73; 8398.01; 2200473267.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1014.97; 178394.00;   0.75;,1,
1782389685.69864,2026-06-25T12:14:45.698Z,-186.90; -16.84; 997.59; -3860.06; 13780.20; -15772.14; 73629.09; -27342.73; 8399.96; 2200573747.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.09; 178394.00;   0.75;,1,
1782389685.709868,2026-06-25T12:14:45.709Z,-187.03; -16.96; 997.47; -3903.81; 13815.20; -15754.64; 73629.06; -27342.73; 8401.91; 2200673842.00; 19999.00; 20003.00; 19996.00; 19999.00; 19999.00;  -0.59; 1015.00; 178394.00;   0.75;,1,
1782389685.726441,2026-06-25T12:14:45.726Z,-187.15; -17.08; 997.47; -3838.19; 13784.58; -15789.64; 73629.03; -27342.72; 8403.87; 2200773679.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.02; 178394.00;   0.75;,1,
1782389685.742869,2026-06-25T12:14:45.743Z,-187.15; -16.96; 997.47; -3921.31; 13797.70; -15789.64; 73629.00; -27342.72; 8405.82; 2200874144.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.02; 178394.00;   0.75;,1,
1782389685.759315,2026-06-25T12:14:45.759Z,-186.90; -16.84; 997.59; -3886.31; 13802.08; -15780.89; 73628.98; -27342.72; 8407.77; 2200973865.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.09; 178394.00;   0.75;,1,
1782389685.774217,2026-06-25T12:14:45.774Z,-187.15; -16.84; 997.47; -3860.06; 13780.20; -15763.39; 73628.96; -27342.72; 8409.72; 2201073972.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.02; 178394.00;   0.75;,1,
1782389685.791295,2026-06-25T12:14:45.791Z,-187.15; -16.84; 997.47; -3908.19; 13780.20; -15763.39; 73628.94; -27342.73; 8411.67; 2201174345.00; 19999.00; 19999.00; 19999.00; 20029.00; 19977.00;  -0.60; 1015.02; 178394.00;   0.75;,1,
1782389686.78451,2026-06-25T12:14:46.784Z,-187.88; -17.32; 997.72; -3580.06; 13552.70; -15833.39; 73628.91; -27342.73; 8413.62; 2201413306.00; 155971.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1015.40; 178394.00;   0.75;,1,
1782389686.800805,2026-06-25T12:14:46.800Z,-187.88; -17.69; 997.23; -3645.69; 13500.20; -15794.01; 73628.90; -27342.72; 8415.58; 2201513406.00; 19999.00; 19999.00; 19999.00; 19999.00; 20000.00;  -0.60; 1014.93; 173246.00;   0.75;,1,
1782389686.817197,2026-06-25T12:14:46.817Z,-188.00; -17.81; 997.11; -3645.69; 13596.45; -15811.51; 73628.88; -27342.72; 8417.53; 2201613272.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.83; 173246.00;   0.75;,1,
1782389686.833584,2026-06-25T12:14:46.833Z,-187.88; -17.57; 996.74; -3597.56; 13543.95; -15750.26; 73628.87; -27342.72; 8419.48; 2201713424.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.44; 173246.00;   0.75;,1,
1782389686.850138,2026-06-25T12:14:46.850Z,-187.88; -17.57; 996.98; -3645.69; 13539.58; -15789.64; 73628.86; -27342.72; 8421.44; 2201813553.00; 19999.00; 19999.00; 20060.00; 19938.00; 19999.00;  -0.60; 1014.68; 173246.00;   0.75;,1,
1782389686.866375,2026-06-25T12:14:46.866Z,-187.88; -17.32; 996.98; -3601.94; 13539.58; -15745.89; 73628.84; -27342.72; 8423.39; 2201913652.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.68; 173246.00;   0.75;,1,
1782389686.88292,2026-06-25T12:14:46.883Z,-188.00; -17.08; 997.11; -3606.31; 13535.20; -15833.39; 73628.83; -27342.72; 8425.34; 2202013638.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.82; 173246.00;   0.75;,1,
1782389686.899257,2026-06-25T12:14:46.899Z,-187.76; -16.96; 997.23; -3601.94; 13548.33; -15780.89; 73628.81; -27342.72; 8427.29; 2202113847.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.89; 173246.00;   0.75;,1,
1782389686.913888,2026-06-25T12:14:46.914Z,-187.64; -17.08; 997.35; -3676.31; 13561.45; -15798.39; 73628.79; -27342.72; 8429.24; 2202214230.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.99; 173246.00;   0.75;,1,
1782389686.93144,2026-06-25T12:14:46.931Z,-187.64; -16.96; 997.35; -3650.06; 13574.58; -15815.89; 73628.77; -27342.72; 8431.19; 2202314450.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.60; 1014.99; 173246.00;   0.75;,1,
1782389687.924484,2026-06-25T12:14:47.924Z,-186.78; -16.59; 997.72; -3759.44; 13727.70; -15767.76; 73628.75; -27342.73; 8433.14; 2202553434.00; 155987.00; 19999.00; 20000.00; 19999.00; 19999.00;  -0.59; 1015.18; 173246.00;   0.75;,1,
1782389687.94092,2026-06-25T12:14:47.941Z,-186.90; -16.71; 997.72; -3803.19; 13701.45; -15772.14; 73628.73; -27342.74; 8435.09; 2202653525.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.21; 176888.00;   0.75;,1,
1782389687.957624,2026-06-25T12:14:47.957Z,-186.90; -16.59; 997.84; -3763.81; 13648.95; -15767.76; 73628.70; -27342.74; 8437.04; 2202753266.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.33; 176888.00;   0.75;,1,
1782389687.974105,2026-06-25T12:14:47.974Z,-186.78; -16.59; 998.20; -3746.31; 13675.20; -15776.51; 73628.68; -27342.75; 8438.99; 2202853746.00; 19999.00; 19999.00; 19999.00; 19999.00; 20005.00;  -0.59; 1015.66; 176888.00;   0.75;,1,
1782389687.990076,2026-06-25T12:14:47.990Z,-186.90; -16.59; 998.08; -3750.69; 13688.33; -15776.51; 73628.66; -27342.76; 8440.94; 2202953564.00; 19994.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.57; 176888.00;   0.75;,1,
1782389688.006764,2026-06-25T12:14:48.006Z,-186.78; -16.59; 998.08; -3711.31; 13679.58; -15772.14; 73628.63; -27342.77; 8442.89; 2203053682.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.54; 176888.00;   0.75;,1,
1782389688.023185,2026-06-25T12:14:48.023Z,-186.78; -16.47; 998.33; -3763.81; 13692.70; -15789.64; 73628.62; -27342.77; 8444.84; 2203153911.00; 19999.00; 19999.00; 19999.00; 19999.00; 19999.00;  -0.59; 1015.78; 176888.00;   0.75;,1,
